"campaignid","sample","latitude","longitude","Strap.like.leaves","Strap.like.leaves.with.epiphytes","Amphibolis","Amphibolis.with.epiphytes","Posidonia","Posidonia.with.epiphytes","Zostera","Macroalgae","Turf.algae","Erect.coarse.branching","Erect.fine.branching","Large.canopy.forming","Ecklonia.radiata","Scytothalia.dorycarpa","Sponges","Corals"
"2007-03_Capes_MF_stereoBRUVs","MF-INB1-5",-33.66203487,114.9864077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB2-1",-33.67111649,114.9826155,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB2-2",-33.6712887,114.9815654,0,0,0,0,0,0,0,90,0,0,40,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB2-4",-33.67150656,114.9849682,0,0,0,0,0,0,0,94.44,0,0,0,94.44,94.44,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB2-5",-33.66978382,114.9832829,0,0,0,0,0,0,0,100,0,0,0,100,75,25,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB3-1",-33.68479838,114.975069,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB3-2",-33.68347354,114.9751108,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB3-4",-33.68373952,114.9737347,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB3-5",-33.68348113,114.9766746,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB4-1",-33.67111649,114.9826155,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB4-2",-33.68888923,114.9693962,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB4-3",-33.68851061,114.9737953,90,90,0,0,90,90,0,10,0,0,10,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB4-4",-33.68996345,114.969468,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB4-5",-33.68702764,114.9696989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB5-1",-33.69801017,114.9641975,0,0,0,0,0,0,0,100,0,0,66.67,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB5-2",-33.69834979,114.961827,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB5-4",-33.70041244,114.9666114,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB6-1",-33.71100746,114.9605892,0,0,0,0,0,0,0,100,0,0,0,100,38.46,61.54,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB6-2",-33.71137116,114.9591348,0,0,0,0,0,0,0,100,0,0,14.29,85.71,50,35.71,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB6-4",-33.70926616,114.959983,0,0,0,0,0,0,0,100,0,0,0,100,0,100,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB6-5",-33.71164354,114.9619768,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB7-1",-33.71843844,114.9655605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB7-2",-33.71646726,114.9635892,0,0,0,0,0,0,0,94.12,0,0,0,94.12,94.12,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB7-3",-33.71996323,114.964521,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB7-4",-33.7202064,114.9661446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-INB7-5",-33.71836314,114.9702993,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC045",-33.66210075,114.9899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC065",-33.55629637,115.0018976,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC100",-33.50760321,115.0042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC101",-33.50300304,115.0030051,0,0,0,0,0,0,0,76.92,0,0,15.38,0,0,0,23.08,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC102",-33.50199585,115.0014998,0,0,0,0,0,0,0,70,0,0,0,0,0,0,20,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC104",-33.49860293,115.0260965,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC105",-33.49780274,115.0042978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.92,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC106",-33.49719964,115.0066041,20,0,0,0,20,0,0,80,0,0,0,33.33,33.33,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC108",-33.49580444,115.0293028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC110",-33.49390116,115.0056035,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC115",-33.4842018,114.9952044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"2007-03_Capes_MF_stereoBRUVs","MF-WC116",-33.48337086,115.0018202,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","1",-33.36345,115.21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","10",-33.5281667,115.3313333,57.9,47.37,47.37,47.37,0,0,0,5.26,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","100",-33.4324833,115.21415,89.47,21.05,0,0,84.21,21.05,0,5.26,5.26,0,0,0,0,0,5.26,0
"2014-12_Geographe_Bay_stereoBRUVs","10000",-33.4135833,115.3645833,43.75,0,0,0,43.75,0,0,31.25,31.25,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","10001",-33.4217167,115.3722167,10.53,0,0,0,10.53,0,0,42.11,42.11,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","10002",-33.4234167,115.3889333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","10003",-33.4213,115.35935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","10004",-33.4039167,115.3976,31.58,26.32,31.58,26.32,0,0,0,42.11,31.58,0,0,0,0,0,5.26,0
"2014-12_Geographe_Bay_stereoBRUVs","10005",-33.4777667,115.3694,0,0,0,0,0,0,0,36.85,26.32,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","101",-33.3885833,115.37675,62.5,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","102",-33.5185,115.1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","103",-33.4581167,115.4547167,59.09,18.18,9.09,9.09,50,9.09,0,31.82,31.82,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","1038",-33.5333333,115.4200167,80,30,0,0,80,30,0,20,20,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","104",-33.4597333,115.2450667,0,0,0,0,0,0,0,47.62,47.62,0,0,0,0,0,4.76,0
"2014-12_Geographe_Bay_stereoBRUVs","106",-33.57825,115.3451333,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","107",-33.5833333,115.1881167,64,12,0,0,64,12,0,28,28,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","108",-33.4690833,115.1676667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","11",-33.5712167,115.2958167,75,70,75,70,0,0,0,5,5,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","110",-33.4022667,115.3556833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","1108",-33.5580167,115.41435,86.66,53.33,86.66,53.33,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","111",-33.5369,115.3219167,70,35,35,25,35,10,0,25,25,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","112",-33.4052,115.5224,57.7,53.85,57.7,53.85,0,0,0,42.31,0,42.31,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","113",-33.3658333,115.27785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","114",-33.3984333,115.1639167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","115",-33.4446333,115.4064667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","116",-33.4981667,115.2863667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","119",-33.4388333,115.5567333,15,15,15,15,0,0,0,85,70,15,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","11R1",-33.35885,115.3694,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","11R2",-33.3967333,115.5076167,52.17,13.04,0,0,52.17,13.04,0,43.48,43.48,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","11R3",-33.41215,115.5204667,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","11R4",-33.4197,115.51755,0,0,0,0,0,0,0,99.99,45.83,45.83,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","12",-33.40395,115.2615667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","122",-33.5375,115.4020833,76.19,57.14,76.19,57.14,0,0,0,4.76,4.76,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","12RC1",-33.5932167,115.2132833,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","12RC2",-33.5916,115.23785,65,30,20,10,45,20,0,30,30,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","12RC3",-33.5914667,115.24145,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","12RC5",-33.5621333,115.3443,0,0,0,0,0,0,0,100,75,25,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","12RC6",-33.5711,115.3481333,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","12RC7",-33.5118,115.41785,0,0,0,0,0,0,0,100,80,20,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","12RC8",-33.5148667,115.41815,0,0,0,0,0,0,0,100.01,34.62,61.54,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","12RC9",-33.5162167,115.4064167,0,0,0,0,0,0,0,100,95.24,4.76,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13",-33.4501833,115.0925167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","135",-33.50185,115.4207333,35,35,15,15,20,20,0,60,60,0,0,0,0,0,5,0
"2014-12_Geographe_Bay_stereoBRUVs","138",-33.5808333,115.1139333,78.95,68.42,5.26,5.26,73.69,63.16,0,21.05,21.05,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","139",-33.60325,115.2736667,55,55,25,25,30,30,0,45,45,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC1",-33.5059833,115.43075,0,0,0,0,0,0,0,100,76,24,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC11",-33.3740333,115.36925,85.71,0,0,0,85.71,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC12",-33.3743667,115.3668167,52.38,0,0,0,52.38,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC15",-33.3768333,115.3559333,50,18.75,0,0,50,18.75,0,43.75,37.5,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC2",-33.49485,115.45595,0,0,0,0,0,0,0,100,86.21,13.79,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC3",-33.4839333,115.45155,0,0,0,0,0,0,0,99.99,58.33,33.33,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC4",-33.4993833,115.3964667,71.43,33.33,0,0,71.43,33.33,0,28.57,28.57,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC5",-33.4839333,115.4656167,71.43,42.86,0,0,71.43,42.86,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC6",-33.3809667,115.3892333,10.53,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC7",-33.3774333,115.38605,94.74,47.37,0,0,94.74,47.37,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC8",-33.3726,115.3791,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","13RC9",-33.3730667,115.3747833,31.83,22.73,27.28,22.73,4.55,0,0,18.19,4.55,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","14",-33.5296667,115.4130333,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","143",-33.5761667,115.2367,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","144",-33.5342333,115.4323167,100,20,0,0,100,20,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","15",-33.5782333,115.2147833,83.34,16.67,27.78,0,55.56,16.67,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","151",-33.4768,115.4328833,40.92,36.37,4.55,4.55,36.37,31.82,0,59.09,59.09,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","154",-33.6033667,115.19675,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","16",-33.3889,115.4986167,30,30,0,0,30,30,0,70,60,10,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","160",-33.6033667,115.2477833,100,93.33,100,93.33,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","167",-33.4627333,115.4805667,55.56,50,5.56,0,50,50,0,44.45,44.45,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","17",-33.3635833,115.23265,11.11,11.11,0,0,11.11,11.11,0,11.12,11.12,0,0,0,0,0,5.56,0
"2014-12_Geographe_Bay_stereoBRUVs","170",-33.54165,115.3698333,90,60,40,20,50,40,0,10,10,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","175",-33.5518167,115.12275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","176",-33.59,115.1290667,90,85,0,0,90,85,0,10,10,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","18",-33.3926,115.0981333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","183",-33.5687667,115.2488,88.88,44.44,0,0,88.88,44.44,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","19",-33.4605,115.3618,9.09,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","192",-33.4273167,115.5755833,0,0,0,0,0,0,0,81.81,36.36,45.45,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","196",-33.5098167,115.4045,93.33,66.67,40,26.67,53.33,40,0,6.67,6.67,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","199",-33.5975167,115.2108833,0,0,0,0,0,0,0,87.5,87.5,0,0,0,0,0,0,12.5
"2014-12_Geographe_Bay_stereoBRUVs","2",-33.4405333,115.10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
"2014-12_Geographe_Bay_stereoBRUVs","20",-33.4338667,115.2221167,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","202",-33.5779333,115.4117167,100,76.92,0,0,100,76.92,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","207",-33.5738333,115.23165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","208",-33.3873,115.5742333,100.01,70.84,8.34,4.17,91.67,66.67,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","21",-33.3857167,115.39765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","218",-33.5954833,115.3030667,75,75,50,50,25,25,0,25,25,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","22",-33.57455,115.1806667,0,0,0,0,0,0,0,95.24,95.24,0,0,0,0,0,4.76,0
"2014-12_Geographe_Bay_stereoBRUVs","224",-33.4189,115.5035833,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","23",-33.5041833,115.4289333,28.58,22.86,2.86,0,25.72,22.86,0,34.29,31.43,2.86,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","234",-33.6031667,115.3602167,100,42.86,0,0,100,42.86,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","236",-33.4949167,115.4766833,69.56,17.39,0,0,69.56,17.39,0,17.39,17.39,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","24",-33.47115,115.2861667,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","240",-33.4387833,115.4684667,7.89,7.89,0,0,7.89,7.89,0,73.68,73.68,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","247",-33.5561,115.1345167,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","25",-33.3833333,115.0827833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","256",-33.4083167,115.4774833,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","26",-33.5500333,115.3236167,38.09,33.33,9.52,9.52,28.57,23.81,0,57.14,57.14,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","267",-33.5707,115.1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","27",-33.5463667,115.1883833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","270",-33.52045,115.4206,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","271",-33.5937,115.2133167,13.33,0,0,0,0,0,0,86.67,86.67,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","272",-33.3815,115.4879333,0,0,0,0,0,0,0,100,95,5,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","279",-33.5011833,115.4379167,35,35,35,35,0,0,0,65,55,10,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","28",-33.42715,115.2872833,10,10,5,5,5,5,0,45,35,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","282",-33.5571833,115.3322333,66.66,38.09,42.85,33.33,23.81,4.76,0,33.33,14.28,19.05,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","287",-33.5940333,115.2189,70,60,70,60,0,0,0,15,0,15,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","288",-33.4709833,115.4775833,25,20,15,15,10,5,0,70,65,5,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","29",-33.4869667,115.1764,10,10,0,0,10,10,0,70,0,0,0,0,0,0,20,0
"2014-12_Geographe_Bay_stereoBRUVs","295",-33.5555333,115.46605,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","298",-33.5825167,115.1301333,23.53,23.53,5.88,5.88,17.65,17.65,0,47.06,47.06,0,0,0,0,0,0,0
"2014-12_Geographe_Bay_stereoBRUVs","3",-33.4920833,115.3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
