"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant","Latitude","Longitude","Transect.id","depth","slope4","slope8","aspect4","aspect8","tpi","tri","roughness","flowdir"
"54",64,0,0,0,0,24,0,12,"total.seagrass",-33.59435333,115.2153267,"HPZ.2",-15.6421127319336,0.314187675714493,0.314187675714493,346.080963134766,346.080963134766,-0.00197672843933105,0.0431604385375977,0.131999969482422,16
"55",36,0,0,0,0,36,0,28,"total.seagrass",-33.59435333,115.2153,"HPZ.2",-15.6571397781372,0.343720227479935,0.343720227479935,350.904357910156,350.904357910156,-0.00734198093414307,0.047171950340271,0.135565757751465,16
"56",36,0,0,0,0,36,0,28,"total.seagrass",-33.59435333,115.215265,"HPZ.2",-15.6571397781372,0.343720227479935,0.343720227479935,350.904357910156,350.904357910156,-0.00734198093414307,0.047171950340271,0.135565757751465,16
"57",44,0,0,0,0,36,0,20,"total.seagrass",-33.59435333,115.2152417,"HPZ.2",-15.6571397781372,0.343720227479935,0.343720227479935,350.904357910156,350.904357910156,-0.00734198093414307,0.047171950340271,0.135565757751465,16
"58",0,0,0,0,0,60,0,40,"Unconsolidated",-33.59435,115.2152183,"HPZ.2",-15.6571397781372,0.343720227479935,0.343720227479935,350.904357910156,350.904357910156,-0.00734198093414307,0.047171950340271,0.135565757751465,16
"59",8,0,0,0,0,80,0,12,"Unconsolidated",-33.59434667,115.21519,"HPZ.2",-15.721453666687,0.341083645820618,0.341083645820618,355.136840820312,355.136840820312,-0.00223636627197266,0.0456347465515137,0.126169204711914,16
"60",16,0,0,0,0,64,0,20,"Unconsolidated",-33.59434833,115.215155,"HPZ.2",-15.6638488769531,0.374099433422089,0.374099433422089,358.691986083984,358.691986083984,-0.00903463363647461,0.0495154857635498,0.139180183410645,32
"61",8,0,0,0,0,64,0,28,"Unconsolidated",-33.59434667,115.2151217,"HPZ.2",-15.721453666687,0.341083645820618,0.341083645820618,355.136840820312,355.136840820312,-0.00223636627197266,0.0456347465515137,0.126169204711914,16
"62",20,0,0,0,0,56,0,24,"Unconsolidated",-33.59433833,115.2150917,"HPZ.2",-15.7216281890869,0.342833310365677,0.342833310365677,0.25942587852478,0.25942587852478,0.000734329223632812,0.0449345111846924,0.121852874755859,16
"63",12,0,0,0,0,80,0,8,"Unconsolidated",-33.59433,115.21507,"HPZ.2",-15.7216281890869,0.342833310365677,0.342833310365677,0.25942587852478,0.25942587852478,0.000734329223632812,0.0449345111846924,0.121852874755859,16
"64",16,0,0,0,0,64,0,20,"Unconsolidated",-33.594325,115.215045,"HPZ.2",-15.7216281890869,0.342833310365677,0.342833310365677,0.25942587852478,0.25942587852478,0.000734329223632812,0.0449345111846924,0.121852874755859,16
"65",12,0,0,0,0,60,0,28,"Unconsolidated",-33.59431667,115.21502,"HPZ.2",-15.7216281890869,0.342833310365677,0.342833310365677,0.25942587852478,0.25942587852478,0.000734329223632812,0.0449345111846924,0.121852874755859,16
"66",0,0,0,0,0,68,0,32,"Unconsolidated",-33.59431167,115.2149883,"HPZ.2",-15.7238531112671,0.34208407998085,0.34208407998085,0.444140464067459,0.444140464067459,-0.00299072265625,0.0455582141876221,0.128129959106445,16
"67",0,0,0,0,0,48,4,48,"Unconsolidated",-33.59430667,115.2149633,"HPZ.2",-15.7238531112671,0.34208407998085,0.34208407998085,0.444140464067459,0.444140464067459,-0.00299072265625,0.0455582141876221,0.128129959106445,16
"68",24,0,0,0,0,60,0,16,"Unconsolidated",-33.59430167,115.2149283,"HPZ.2",-15.7238531112671,0.34208407998085,0.34208407998085,0.444140464067459,0.444140464067459,-0.00299072265625,0.0455582141876221,0.128129959106445,16
"69",40,0,0,0,0,44,0,16,"Unconsolidated",-33.594305,115.2148983,"HPZ.2",-15.7238531112671,0.34208407998085,0.34208407998085,0.444140464067459,0.444140464067459,-0.00299072265625,0.0455582141876221,0.128129959106445,16
"70",80,0,0,0,0,20,0,0,"total.seagrass",-33.5943,115.2148683,"HPZ.2",-15.7269830703735,0.35378822684288,0.35378822684288,3.77116942405701,3.77116942405701,-0.0105609893798828,0.0475502014160156,0.136593818664551,128
"71",36,0,0,0,0,20,0,44,"Macroalgae",-33.59429667,115.214845,"HPZ.2",-15.7269830703735,0.35378822684288,0.35378822684288,3.77116942405701,3.77116942405701,-0.0105609893798828,0.0475502014160156,0.136593818664551,128
"72",40,0,0,0,0,8,8,44,"Macroalgae",-33.59429167,115.2148233,"HPZ.2",-15.7269830703735,0.35378822684288,0.35378822684288,3.77116942405701,3.77116942405701,-0.0105609893798828,0.0475502014160156,0.136593818664551,128
"73",40,0,0,0,0,32,0,28,"total.seagrass",-33.59428333,115.21479,"HPZ.2",-15.7269830703735,0.35378822684288,0.35378822684288,3.77116942405701,3.77116942405701,-0.0105609893798828,0.0475502014160156,0.136593818664551,128
"74",32,0,0,0,0,44,0,24,"Unconsolidated",-33.59427833,115.2147617,"HPZ.2",-15.7198514938354,0.373398840427399,0.373398840427399,8.50637435913086,8.50637435913086,-0.0104254484176636,0.0502797365188599,0.145034790039062,1
"75",68,0,0,0,0,8,0,24,"total.seagrass",-33.594275,115.2147367,"HPZ.2",-15.7198514938354,0.373398840427399,0.373398840427399,8.50637435913086,8.50637435913086,-0.0104254484176636,0.0502797365188599,0.145034790039062,1
"76",64,0,0,0,0,0,0,36,"total.seagrass",-33.59427333,115.2147133,"HPZ.2",-15.7198514938354,0.373398840427399,0.373398840427399,8.50637435913086,8.50637435913086,-0.0104254484176636,0.0502797365188599,0.145034790039062,1
"77",12,0,0,0,0,24,0,64,"Macroalgae",-33.59427167,115.214695,"HPZ.2",-15.7198514938354,0.373398840427399,0.373398840427399,8.50637435913086,8.50637435913086,-0.0104254484176636,0.0502797365188599,0.145034790039062,1
"78",16,0,0,0,0,44,0,36,"Unconsolidated",-33.59427333,115.2146667,"HPZ.2",-15.7076444625854,0.394020736217499,0.394020736217499,13.8204641342163,13.8204641342163,-0.0122859477996826,0.0541257858276367,0.172001838684082,1
"79",0,0,0,0,0,64,0,36,"Unconsolidated",-33.59426667,115.214635,"HPZ.2",-15.7076444625854,0.394020736217499,0.394020736217499,13.8204641342163,13.8204641342163,-0.0122859477996826,0.0541257858276367,0.172001838684082,1
"80",0,0,0,0,0,72,0,28,"Unconsolidated",-33.59426167,115.2146133,"HPZ.2",-15.7076444625854,0.394020736217499,0.394020736217499,13.8204641342163,13.8204641342163,-0.0122859477996826,0.0541257858276367,0.172001838684082,1
"81",12,0,0,0,0,60,0,28,"Unconsolidated",-33.59425667,115.21459,"HPZ.2",-15.7616586685181,0.262647449970245,0.262647449970245,18.7723484039307,18.7723484039307,-0.0102421045303345,0.0364009141921997,0.115937232971191,1
"82",0,0,0,0,0,56,0,44,"Unconsolidated",-33.594255,115.2145633,"HPZ.2",-15.7616586685181,0.262647449970245,0.262647449970245,18.7723484039307,18.7723484039307,-0.0102421045303345,0.0364009141921997,0.115937232971191,1
"83",0,0,0,0,0,24,0,76,"Macroalgae",-33.59425333,115.21454,"HPZ.2",-15.7429113388062,0.255016952753067,0.255016952753067,14.4161901473999,14.4161901473999,-0.00173211097717285,0.034904956817627,0.103695869445801,1
"84",0,0,0,0,0,72,0,28,"Unconsolidated",-33.59425167,115.2145067,"HPZ.2",-15.7429113388062,0.255016952753067,0.255016952753067,14.4161901473999,14.4161901473999,-0.00173211097717285,0.034904956817627,0.103695869445801,1
"85",4,0,0,0,0,76,0,20,"Unconsolidated",-33.59425333,115.2144717,"HPZ.2",-15.7429113388062,0.255016952753067,0.255016952753067,14.4161901473999,14.4161901473999,-0.00173211097717285,0.034904956817627,0.103695869445801,1
"86",0,0,0,0,0,84,0,16,"Unconsolidated",-33.594255,115.2144467,"HPZ.2",-15.7372217178345,0.234138801693916,0.234138801693916,5.73216104507446,5.73216104507446,-0.00427150726318359,0.032118558883667,0.0891551971435547,1
"87",0,0,0,0,0,56,0,40,"Unconsolidated",-33.59425167,115.2144183,"HPZ.2",-15.7372217178345,0.234138801693916,0.234138801693916,5.73216104507446,5.73216104507446,-0.00427150726318359,0.032118558883667,0.0891551971435547,1
"88",12,0,0,0,0,68,0,20,"Unconsolidated",-33.59425,115.2144033,"HPZ.2",-15.7372217178345,0.234138801693916,0.234138801693916,5.73216104507446,5.73216104507446,-0.00427150726318359,0.032118558883667,0.0891551971435547,1
"89",16,0,0,0,0,36,0,48,"Macroalgae",-33.59425,115.2143733,"HPZ.2",-15.7372217178345,0.234138801693916,0.234138801693916,5.73216104507446,5.73216104507446,-0.00427150726318359,0.032118558883667,0.0891551971435547,1
"90",24,0,0,0,0,16,0,60,"Macroalgae",-33.594255,115.2143533,"HPZ.2",-15.7372217178345,0.234138801693916,0.234138801693916,5.73216104507446,5.73216104507446,-0.00427150726318359,0.032118558883667,0.0891551971435547,1
"91",76,0,0,0,0,20,0,4,"total.seagrass",-33.59425667,115.2143233,"HPZ.2",-15.7304563522339,0.222072869539261,0.222072869539261,3.75199604034424,3.75199604034424,0.000211834907531738,0.0301953554153442,0.0806999206542969,1
"92",0,0,0,0,0,16,0,84,"Macroalgae",-33.594255,115.214295,"HPZ.2",-15.7304563522339,0.222072869539261,0.222072869539261,3.75199604034424,3.75199604034424,0.000211834907531738,0.0301953554153442,0.0806999206542969,1
"93",0,0,0,0,0,52,0,48,"Unconsolidated",-33.594255,115.214275,"HPZ.2",-15.7304563522339,0.222072869539261,0.222072869539261,3.75199604034424,3.75199604034424,0.000211834907531738,0.0301953554153442,0.0806999206542969,1
"94",0,0,4,0,0,64,0,32,"Unconsolidated",-33.59425667,115.214255,"HPZ.2",-15.7304563522339,0.222072869539261,0.222072869539261,3.75199604034424,3.75199604034424,0.000211834907531738,0.0301953554153442,0.0806999206542969,1
"95",16,0,0,0,0,48,0,36,"Unconsolidated",-33.59425833,115.2142217,"HPZ.2",-15.6898164749146,0.241322055459023,0.241322055459023,5.27634334564209,5.27634334564209,-0.00371468067169189,0.0327228307723999,0.094818115234375,1
"96",16,0,0,0,0,28,0,56,"Macroalgae",-33.59425333,115.214205,"HPZ.2",-15.7288599014282,0.21001598238945,0.21001598238945,9.25788307189941,9.25788307189941,-0.00390613079071045,0.0272389650344849,0.0829763412475586,1
"97",20,0,0,0,0,24,0,56,"Macroalgae",-33.59424833,115.2141817,"HPZ.2",-15.7288599014282,0.21001598238945,0.21001598238945,9.25788307189941,9.25788307189941,-0.00390613079071045,0.0272389650344849,0.0829763412475586,1
"98",44,0,0,0,0,48,0,8,"Unconsolidated",-33.59424167,115.2141583,"HPZ.2",-15.7288599014282,0.21001598238945,0.21001598238945,9.25788307189941,9.25788307189941,-0.00390613079071045,0.0272389650344849,0.0829763412475586,1
"99",0,0,0,0,0,36,0,64,"Macroalgae",-33.594235,115.2141433,"HPZ.2",-15.7288599014282,0.21001598238945,0.21001598238945,9.25788307189941,9.25788307189941,-0.00390613079071045,0.0272389650344849,0.0829763412475586,1
"100",0,0,0,0,0,40,0,60,"Macroalgae",-33.59422333,115.2141133,"HPZ.2",-15.7233428955078,0.177428305149078,0.177428305149078,24.3533153533936,24.3533153533936,-0.00871312618255615,0.02599036693573,0.0871925354003906,1
"101",12,0,0,0,0,48,0,40,"Unconsolidated",-33.59421167,115.214085,"HPZ.2",-15.7233428955078,0.177428305149078,0.177428305149078,24.3533153533936,24.3533153533936,-0.00871312618255615,0.02599036693573,0.0871925354003906,1
"102",24,0,0,0,0,52,0,24,"Unconsolidated",-33.594215,115.2140567,"HPZ.2",-15.7233428955078,0.177428305149078,0.177428305149078,24.3533153533936,24.3533153533936,-0.00871312618255615,0.02599036693573,0.0871925354003906,1
"103",24,0,0,0,0,48,0,28,"Unconsolidated",-33.59421167,115.2140317,"HPZ.2",-15.7233428955078,0.177428305149078,0.177428305149078,24.3533153533936,24.3533153533936,-0.00871312618255615,0.02599036693573,0.0871925354003906,1
"104",0,0,0,0,0,68,0,32,"Unconsolidated",-33.59421167,115.21401,"HPZ.2",-15.7098865509033,0.112375736236572,0.112375736236572,26.4225578308105,26.4225578308105,-0.00433611869812012,0.0165691375732422,0.0621118545532227,1
"105",0,0,0,0,0,76,0,24,"Unconsolidated",-33.59421833,115.21399,"HPZ.2",-15.7098865509033,0.112375736236572,0.112375736236572,26.4225578308105,26.4225578308105,-0.00433611869812012,0.0165691375732422,0.0621118545532227,1
"106",0,0,0,0,0,56,0,44,"Unconsolidated",-33.59421833,115.2139683,"HPZ.2",-15.7098865509033,0.112375736236572,0.112375736236572,26.4225578308105,26.4225578308105,-0.00433611869812012,0.0165691375732422,0.0621118545532227,1
"107",16,0,0,0,0,48,0,28,"Unconsolidated",-33.59422167,115.21394,"HPZ.2",-15.7098865509033,0.112375736236572,0.112375736236572,26.4225578308105,26.4225578308105,-0.00433611869812012,0.0165691375732422,0.0621118545532227,1
"108",20,0,0,0,0,64,0,16,"Unconsolidated",-33.59421667,115.2139133,"HPZ.2",-15.7041578292847,0.0646218061447144,0.0646218061447144,347.084930419922,347.084930419922,-0.00121831893920898,0.00996565818786621,0.0368404388427734,1
"109",12,0,0,0,0,28,0,60,"Macroalgae",-33.59421333,115.2138817,"HPZ.2",-15.7041578292847,0.0646218061447144,0.0646218061447144,347.084930419922,347.084930419922,-0.00121831893920898,0.00996565818786621,0.0368404388427734,1
"110",64,0,0,0,0,36,0,0,"total.seagrass",-33.59421333,115.2138433,"HPZ.2",-15.7041578292847,0.0646218061447144,0.0646218061447144,347.084930419922,347.084930419922,-0.00121831893920898,0.00996565818786621,0.0368404388427734,1
"111",32,0,0,0,0,16,0,52,"Macroalgae",-33.59421333,115.2138167,"HPZ.2",-15.7041578292847,0.0646218061447144,0.0646218061447144,347.084930419922,347.084930419922,-0.00121831893920898,0.00996565818786621,0.0368404388427734,1
"112",44,0,0,0,0,24,0,32,"total.seagrass",-33.59421,115.2137833,"HPZ.2",-15.7087202072144,0.0611821971833706,0.0611821971833706,308.736907958984,308.736907958984,-0.000816226005554199,0.00825321674346924,0.0349397659301758,16
"113",12,0,0,0,0,40,0,48,"Macroalgae",-33.59420667,115.21375,"HPZ.2",-15.7087202072144,0.0611821971833706,0.0611821971833706,308.736907958984,308.736907958984,-0.000816226005554199,0.00825321674346924,0.0349397659301758,16
"114",52,0,0,0,0,32,0,16,"total.seagrass",-33.59420167,115.2137133,"HPZ.2",-15.7087202072144,0.0611821971833706,0.0611821971833706,308.736907958984,308.736907958984,-0.000816226005554199,0.00825321674346924,0.0349397659301758,16
"115",4,0,0,0,0,68,0,28,"Unconsolidated",-33.59418667,115.21368,"HPZ.2",-15.7238521575928,0.0653795227408409,0.0653795227408409,260.17138671875,260.17138671875,-0.00787460803985596,0.0149267911911011,0.0448598861694336,16
"116",44,0,0,0,0,8,0,48,"Macroalgae",-33.59418,115.21365,"HPZ.2",-15.7238521575928,0.0653795227408409,0.0653795227408409,260.17138671875,260.17138671875,-0.00787460803985596,0.0149267911911011,0.0448598861694336,16
"117",40,0,0,0,0,4,0,56,"Macroalgae",-33.59416833,115.2136333,"HPZ.2",-15.7238521575928,0.0653795227408409,0.0653795227408409,260.17138671875,260.17138671875,-0.00787460803985596,0.0149267911911011,0.0448598861694336,16
"118",76,0,0,0,0,16,0,8,"total.seagrass",-33.59415,115.2136083,"HPZ.2",-15.7102527618408,0.0980700626969337,0.0980700626969337,157.200592041016,157.200592041016,0.000369906425476074,0.0183478593826294,0.0728006362915039,1
