"","X","campaignid","sample","depth","slope4","slope8","aspect4","aspect8","tpi","tri","roughness","flowdir","latitude","longitude","Class","presence.absence"
"27",27,"r20150526_024446_wa-gb-auv-01","PR_20150526_025402_494_FC16",-22.0705032348633,0.73972582136574,0.73972582136574,102.174450735838,102.174450735838,0.0104482173919678,0.0991108417510986,0.310285568237305,1,-33.5732182,115.195598,"Macroalgae",1
"28",28,"r20150526_024446_wa-gb-auv-01","PR_20150526_025412_998_FC16",-22.2004699707031,0.443864475038107,0.443864475038107,105.774728927203,105.774728927203,-0.0299599170684814,0.0579850673675537,0.187215805053711,1,-33.5732222,115.195721,"Macroalgae",1
"29",29,"r20150526_024446_wa-gb-auv-01","PR_20150526_025423_502_FC16",-22.257719039917,0.194621173453206,0.194621173453206,106.073137672015,106.073137672015,-0.0364313125610352,0.0404162406921387,0.11663818359375,1,-33.5732246,115.1958398,"Macroalgae",1
"30",30,"r20150526_024446_wa-gb-auv-01","PR_20150526_025434_006_FC16",-22.2736587524414,0.101547916329043,0.101547916329043,132.418092720296,132.418092720296,-0.0267550945281982,0.0289409160614014,0.0575160980224609,1,-33.5732242,115.1959543,"Macroalgae",1
"31",31,"r20150526_024446_wa-gb-auv-01","PR_20150526_025444_509_FC16",-22.2768211364746,0.113066811426549,0.113066811426549,163.921686338426,163.921686338426,-0.0190801620483398,0.0206918716430664,0.0522193908691406,1,-33.5731514,115.1959987,"Macroalgae",1
"32",32,"r20150526_024446_wa-gb-auv-01","PR_20150526_025455_013_FC16",-22.1749897003174,0.231370733896514,0.231370733896514,180.170204492191,180.170204492191,0.0073699951171875,0.0366849899291992,0.105484008789062,2,-33.5730408,115.1959972,"Macroalgae",0
"33",33,"r20150526_024446_wa-gb-auv-01","PR_20150526_025505_517_FC16",-22.167387008667,0.0450355503099353,0.0450355503099353,209.406883042401,209.406883042401,-0.0158665180206299,0.0177671909332275,0.0408973693847656,4,-33.5729354,115.1960042,"Macroalgae",1
"34",34,"r20150526_024446_wa-gb-auv-01","PR_20150526_025516_020_FC16",-22.1615829467773,0.0416728466074492,0.0416728466074492,245.20919773541,245.20919773541,-0.0156590938568115,0.0171101093292236,0.0341644287109375,4,-33.5728323,115.1960098,"Macroalgae",1
"35",35,"r20150526_024446_wa-gb-auv-01","PR_20150526_025526_523_FC16",-22.1501045227051,0.0592702288411972,0.0592702288411972,269.920559979147,269.920559979147,-0.00153493881225586,0.0101032257080078,0.0316104888916016,16,-33.5727266,115.1960154,"Macroalgae",1
"36",36,"r20150526_024446_wa-gb-auv-01","PR_20150526_025537_026_FC16",-22.1540775299072,0.0906522006955602,0.0906522006955602,295.509115629276,295.509115629276,-0.00176358222961426,0.012005090713501,0.0438270568847656,16,-33.572623,115.1960209,"Macroalgae",1
"37",37,"r20150526_024446_wa-gb-auv-01","PR_20150526_025547_529_FC16",-22.1611957550049,0.118953367265778,0.118953367265778,274.809591473687,274.809591473687,-0.00586152076721191,0.0182726383209229,0.0673179626464844,16,-33.5725208,115.1960311,"Macroalgae",1
"38",38,"r20150526_024446_wa-gb-auv-01","PR_20150526_025558_032_FC16",-22.1569385528564,0.317476757730479,0.317476757730479,295.908558017152,295.908558017152,0.0177288055419922,0.0418338775634766,0.161645889282227,16,-33.5724207,115.1960403,"Macroalgae",1
"39",39,"r20150526_024446_wa-gb-auv-01","PR_20150526_025608_535_FC16",-22.1999435424805,0.5527392922049,0.5527392922049,325.269465470715,325.269465470715,0.0299108028411865,0.0771644115447998,0.27763557434082,16,-33.5723222,115.1960455,"Macroalgae",1
"40",40,"r20150526_024446_wa-gb-auv-01","PR_20150526_025619_038_FC16",-22.2625503540039,0.612300126405184,0.612300126405184,320.694669562692,320.694669562692,0.0276412963867188,0.0822930335998535,0.296815872192383,16,-33.5722729,115.1959696,"Macroalgae",1
"41",41,"r20150526_024446_wa-gb-auv-01","PR_20150526_025629_541_FC16",-22.337911605835,0.57733489965354,0.57733489965354,327.165697091854,327.165697091854,0.00645136833190918,0.0771315097808838,0.259757995605469,16,-33.5722903,115.1958435,"Macroalgae",1
"42",42,"r20150526_024446_wa-gb-auv-01","PR_20150526_025640_045_FC16",-22.381763458252,0.473041577599949,0.473041577599949,345.231801021552,345.231801021552,-0.000474691390991211,0.0658957958221436,0.205284118652344,32,-33.572275,115.1957091,"Macroalgae",1
"43",43,"r20150526_024446_wa-gb-auv-01","PR_20150526_025650_549_FC16",-22.3817386627197,0.440520891558882,0.440520891558882,346.368488300005,346.368488300005,0.0269670486450195,0.0593152046203613,0.188779830932617,16,-33.5722661,115.1955827,"Macroalgae",0
"44",44,"r20150526_024446_wa-gb-auv-01","PR_20150526_025701_052_FC16",-22.4118614196777,0.426360159791024,0.426360159791024,341.525258954973,341.525258954973,0.0127921104431152,0.0595293045043945,0.185348510742188,16,-33.5722636,115.1954626,"Macroalgae",0
"45",45,"r20150526_024446_wa-gb-auv-01","PR_20150526_025711_556_FC16",-22.4336338043213,0.390711012162165,0.390711012162165,350.165807907836,350.165807907836,0.00779342651367188,0.054286003112793,0.14918327331543,16,-33.5722503,115.1953414,"Macroalgae",0
"46",46,"r20150526_024446_wa-gb-auv-01","PR_20150526_025722_059_FC16",-22.5300979614258,0.427479409548956,0.427479409548956,347.955819153787,347.955819153787,-0.00543975830078125,0.0598211288452148,0.187238693237305,16,-33.5722375,115.1952211,"Macroalgae",1
"47",47,"r20150526_024446_wa-gb-auv-01","PR_20150526_025732_563_FC16",-22.5486392974854,0.539827298147271,0.539827298147271,351.669593945876,351.669593945876,-0.0119864940643311,0.0735299587249756,0.242044448852539,16,-33.5722281,115.1951033,"Macroalgae",1
"48",48,"r20150526_024446_wa-gb-auv-01","PR_20150526_025743_067_FC16",-22.5579128265381,0.658289714753751,0.658289714753751,354.812498136687,354.812498136687,-0.00772285461425781,0.0871496200561523,0.253297805786133,16,-33.5722166,115.1949839,"Macroalgae",1
"49",49,"r20150526_024446_wa-gb-auv-01","PR_20150526_025753_573_FC16",-22.574857711792,0.63753562259023,0.63753562259023,351.151092779579,351.151092779579,-0.0118222236633301,0.0837879180908203,0.253297805786133,16,-33.5722039,115.1948634,"Macroalgae",1
"50",50,"r20150526_024446_wa-gb-auv-01","PR_20150526_025804_078_FC16",-22.59641456604,0.455430411592589,0.455430411592589,343.700754115636,343.700754115636,-0.0146288871765137,0.0634641647338867,0.245502471923828,16,-33.5721921,115.1947426,"Macroalgae",1
"51",51,"r20150526_024446_wa-gb-auv-01","PR_20150526_025814_583_FC16",-22.6180686950684,0.417202056974225,0.417202056974225,313.47031996673,313.47031996673,0.00910282135009766,0.056917667388916,0.235437393188477,16,-33.572183,115.1946225,"Macroalgae",1
"52",52,"r20150526_024446_wa-gb-auv-01","PR_20150526_025825_088_FC16",-22.6978340148926,0.618137241762224,0.618137241762224,300.04400856606,300.04400856606,-4.55379486083984e-05,0.0847237110137939,0.307126998901367,16,-33.5722318,115.1945455,"Macroalgae",1
"53",53,"r20150526_024446_wa-gb-auv-01","PR_20150526_025835_594_FC16",-22.6325416564941,0.662486985012753,0.662486985012753,311.287950890167,311.287950890167,-0.00142717361450195,0.0850324630737305,0.342884063720703,16,-33.5723112,115.1945745,"Macroalgae",1
"54",54,"r20150526_024446_wa-gb-auv-01","PR_20150526_025846_101_FC16",-22.5510158538818,0.725142042011751,0.725142042011751,313.641819131983,313.641819131983,0.000401973724365234,0.0913796424865723,0.355289459228516,16,-33.5724121,115.1945792,"Macroalgae",1
"55",55,"r20150526_024446_wa-gb-auv-01","PR_20150526_025856_607_FC16",-22.4663581848145,0.615984250820563,0.615984250820563,307.696204949262,307.696204949262,0.0120878219604492,0.0785460472106934,0.290210723876953,16,-33.5725179,115.1945792,"Macroalgae",1
"56",56,"r20150526_024446_wa-gb-auv-01","PR_20150526_025907_113_FC16",-22.3580722808838,0.360990108133493,0.360990108133493,280.677991612342,280.677991612342,-0.00814056396484375,0.0499143600463867,0.172870635986328,16,-33.5726212,115.1945826,"Macroalgae",1
"57",57,"r20150526_024446_wa-gb-auv-01","PR_20150526_025917_619_FC16",-22.3456020355225,0.47393397644976,0.47393397644976,288.579645665923,288.579645665923,-0.0169277191162109,0.0644659996032715,0.208547592163086,16,-33.572725,115.1945866,"Macroalgae",1
"58",58,"r20150526_024446_wa-gb-auv-01","PR_20150526_025928_125_FC16",-22.3944072723389,0.225521379536518,0.225521379536518,310.249217276313,310.249217276313,-0.0439417362213135,0.0479142665863037,0.136203765869141,64,-33.5728262,115.1945816,"Macroalgae",1
"59",59,"r20150526_024446_wa-gb-auv-01","PR_20150526_025938_631_FC16",-22.3588638305664,0.249374863855381,0.249374863855381,311.925178908803,311.925178908803,-0.0316634178161621,0.0437760353088379,0.12031364440918,64,-33.5729263,115.1945792,"Macroalgae",1
"60",60,"r20150526_024446_wa-gb-auv-01","PR_20150526_025949_136_FC16",-22.2776336669922,0.203021401086585,0.203021401086585,246.875986302937,246.875986302937,0.011444091796875,0.0399384498596191,0.161109924316406,16,-33.5730263,115.1945822,"Macroalgae",1
"61",61,"r20150526_024446_wa-gb-auv-01","PR_20150526_025959_641_FC16",-22.3025932312012,0.124458355900589,0.124458355900589,70.4706852904499,70.4706852904499,-0.0196084976196289,0.0415716171264648,0.14057731628418,1,-33.5731241,115.1945825,"Macroalgae",0
"62",62,"r20150526_024446_wa-gb-auv-01","PR_20150526_030010_146_FC16",-22.2036418914795,0.328312979763764,0.328312979763764,25.5321792252929,25.5321792252929,0.0297131538391113,0.048133373260498,0.142627716064453,1,-33.5732245,115.1945785,"Macroalgae",1
"63",63,"r20150526_024446_wa-gb-auv-01","PR_20150526_030020_650_FC16",-22.1761207580566,0.209680347700351,0.209680347700351,43.513760790158,43.513760790158,0.0142924785614014,0.0290935039520264,0.119436264038086,1,-33.5733276,115.194581,"Macroalgae",1
"64",64,"r20150526_024446_wa-gb-auv-01","PR_20150526_030031_155_FC16",-22.1089248657227,0.222243266691711,0.222243266691711,12.9694504875796,12.9694504875796,0.0153598785400391,0.0303034782409668,0.0898475646972656,1,-33.5734314,115.1945719,"Macroalgae",1
"65",65,"r20150526_024446_wa-gb-auv-01","PR_20150526_030041_659_FC16",-22.0871410369873,0.0778650575848944,0.0778650575848944,27.9178066991597,27.9178066991597,0.0123481750488281,0.0164179801940918,0.0565242767333984,1,-33.5735367,115.194563,"Macroalgae",1
"66",66,"r20150526_024446_wa-gb-auv-01","PR_20150526_030052_164_FC16",-22.0970973968506,0.0664253688379089,0.0664253688379089,100.348375665652,100.348375665652,-0.00819063186645508,0.0106348991394043,0.0350360870361328,1,-33.5736394,115.1945614,"Macroalgae",0
"67",67,"r20150526_024446_wa-gb-auv-01","PR_20150526_030102_669_FC16",-22.0954399108887,0.0937058082441146,0.0937058082441146,79.3824675634104,79.3824675634104,-0.00761890411376953,0.0139455795288086,0.0377674102783203,1,-33.5737401,115.1945507,"Macroalgae",0
"68",68,"r20150526_024446_wa-gb-auv-01","PR_20150526_030113_175_FC16",-22.0824298858643,0.143158939113119,0.143158939113119,67.1523016225567,67.1523016225567,0.00118422508239746,0.0210258960723877,0.0770626068115234,1,-33.5738423,115.1945454,"Macroalgae",0
"69",69,"r20150526_024446_wa-gb-auv-01","PR_20150526_030123_681_FC16",-22.0739803314209,0.210480381198867,0.210480381198867,60.3064638786067,60.3064638786067,-0.00517678260803223,0.0269486904144287,0.0917015075683594,1,-33.5739413,115.194538,"Macroalgae",0
"70",70,"r20150526_024446_wa-gb-auv-01","PR_20150526_030134_186_FC16",-22.045503616333,0.193378249549023,0.193378249549023,55.4307859358828,55.4307859358828,0.00804400444030762,0.0249688625335693,0.0917015075683594,1,-33.5740194,115.1944978,"Macroalgae",1
"71",71,"r20150526_024446_wa-gb-auv-01","PR_20150526_030144_692_FC16",-22.0195236206055,0.0491165883533632,0.0491165883533632,359.759782003881,359.759782003881,0.0259110927581787,0.0259110927581787,0.0544567108154297,16,-33.5739937,115.1943845,"Macroalgae",1
"72",72,"r20150526_024446_wa-gb-auv-01","PR_20150526_030155_197_FC16",-22.0589179992676,0.0702920517221542,0.0702920517221542,271.356547904252,271.356547904252,0.00457906723022461,0.0116305351257324,0.0461368560791016,16,-33.5739766,115.1942562,"Macroalgae",1
"73",73,"r20150526_024446_wa-gb-auv-01","PR_20150526_030205_701_FC16",-22.0745754241943,0.0834374302417082,0.0834374302417082,276.004858107478,276.004858107478,0.000214815139770508,0.0123775005340576,0.0349140167236328,16,-33.5739597,115.1941302,"Macroalgae",0
"74",74,"r20150526_024446_wa-gb-auv-01","PR_20150526_030216_206_FC16",-22.089168548584,0.122809604170944,0.122809604170944,265.302661372894,265.302661372894,0.00429201126098633,0.0168089866638184,0.0556888580322266,16,-33.5739419,115.1940041,"Macroalgae",1
"75",75,"r20150526_024446_wa-gb-auv-01","PR_20150526_030226_711_FC16",-22.1174335479736,0.0669050746978051,0.0669050746978051,245.792797532475,245.792797532475,-0.0136961936950684,0.0159235000610352,0.0343608856201172,16,-33.5739204,115.1938805,"Macroalgae",0
"76",76,"r20150526_024446_wa-gb-auv-01","PR_20150526_030237_216_FC16",-22.120246887207,0.0776989938851104,0.0776989938851104,97.5185767768273,97.5185767768273,-0.0190370082855225,0.01985764503479,0.0468235015869141,2,-33.5739068,115.1937619,"Macroalgae",1
"77",77,"r20150526_024446_wa-gb-auv-01","PR_20150526_030247_721_FC16",-22.0992202758789,0.137212899323993,0.137212899323993,89.9124974826851,89.9124974826851,-0.0152807235717773,0.0228447914123535,0.0655021667480469,1,-33.5738901,115.1936437,"Macroalgae",1
"78",78,"r20150526_024446_wa-gb-auv-01","PR_20150526_030258_226_FC16",-22.0696792602539,0.141576260813918,0.141576260813918,94.9531639318342,94.9531639318342,-0.0080866813659668,0.0198879241943359,0.0616245269775391,1,-33.5738725,115.193523,"Macroalgae",1
"79",79,"r20150526_024446_wa-gb-auv-01","PR_20150526_030308_730_FC16",-22.0375957489014,0.0572368520748462,0.0572368520748462,100.683210371426,100.683210371426,0.00649404525756836,0.00926589965820312,0.0390472412109375,1,-33.5738537,115.1934039,"Macroalgae",1
"80",80,"r20150526_024446_wa-gb-auv-01","PR_20150526_030319_234_FC16",-22.0484371185303,0.167903090891221,0.167903090891221,305.832608438382,305.832608438382,0.00910854339599609,0.0212545394897461,0.0811557769775391,16,-33.5738393,115.1932854,"Macroalgae",1
"81",81,"r20150526_024446_wa-gb-auv-01","PR_20150526_030329_737_FC16",-22.0851249694824,0.20296746646795,0.20296746646795,324.416330745841,324.416330745841,-0.0119094848632812,0.0313630104064941,0.093109130859375,16,-33.5738234,115.193168,"Macroalgae",1
"82",82,"r20150526_024446_wa-gb-auv-01","PR_20150526_030340_241_FC16",-22.1117877960205,0.181553846449812,0.181553846449812,282.291679252327,282.291679252327,-0.025315523147583,0.0334546566009521,0.0810317993164062,16,-33.5737756,115.1930953,"Macroalgae",1
"83",83,"r20150526_024446_wa-gb-auv-01","PR_20150526_030350_745_FC16",-22.0950546264648,0.288583060508717,0.288583060508717,232.950520443381,232.950520443381,-0.0182104110717773,0.0388994216918945,0.134893417358398,16,-33.5736904,115.1931319,"Macroalgae",1
"84",84,"r20150526_024446_wa-gb-auv-01","PR_20150526_030401_248_FC16",-22.0443000793457,0.352911752384809,0.352911752384809,229.732208374889,229.732208374889,0.00518512725830078,0.0459790229797363,0.161529541015625,16,-33.5735877,115.1931479,"Macroalgae",1
"85",85,"r20150526_024446_wa-gb-auv-01","PR_20150526_030411_752_FC16",-22.0100154876709,0.286426041215818,0.286426041215818,249.75995062126,249.75995062126,0.0139029026031494,0.0396230220794678,0.12849235534668,16,-33.5734866,115.1931617,"Macroalgae",1
"86",86,"r20150526_024446_wa-gb-auv-01","PR_20150526_030422_254_FC16",-21.9700012207031,0.188972758832679,0.188972758832679,317.450579506502,317.450579506502,0.0277323722839355,0.0335078239440918,0.0982551574707031,16,-33.5733856,115.1931804,"Macroalgae",1
"87",87,"r20150526_024446_wa-gb-auv-01","PR_20150526_030432_757_FC16",-22.0128402709961,0.429512138548812,0.429512138548812,348.159279170726,348.159279170726,0.0340783596038818,0.0580213069915771,0.16602897644043,16,-33.5732842,115.1931987,"Macroalgae",1
"88",88,"r20150526_024446_wa-gb-auv-01","PR_20150526_030443_259_FC16",-22.132396697998,0.581052957460404,0.581052957460404,3.19515093755678,3.19515093755678,-0.0117430686950684,0.0757646560668945,0.235492706298828,128,-33.5731834,115.1932148,"Macroalgae",1
"89",89,"r20150526_024446_wa-gb-auv-01","PR_20150526_030453_763_FC16",-22.2449913024902,0.384318009206331,0.384318009206331,26.6696906737239,26.6696906737239,-0.0584495067596436,0.0673019886016846,0.145610809326172,1,-33.5730837,115.1932307,"Macroalgae",1
"90",90,"r20150526_024446_wa-gb-auv-01","PR_20150526_030504_267_FC16",-22.2603549957275,0.164735497237876,0.164735497237876,104.858387707158,104.858387707158,-0.0425784587860107,0.0431864261627197,0.101743698120117,1,-33.5729861,115.1932485,"Macroalgae",1
"91",91,"r20150526_024446_wa-gb-auv-01","PR_20150526_030514_771_FC16",-22.2073287963867,0.219278576973644,0.219278576973644,173.661158229699,173.661158229699,-0.000115871429443359,0.0297679901123047,0.104496002197266,16,-33.5728871,115.1932682,"Macroalgae",1
"92",92,"r20150526_024446_wa-gb-auv-01","PR_20150526_030525_276_FC16",-22.1193523406982,0.195022719422918,0.195022719422918,184.135466884137,184.135466884137,0.0104074478149414,0.0261926651000977,0.0829544067382812,16,-33.5727868,115.1932861,"Macroalgae",1
"93",93,"r20150526_024446_wa-gb-auv-01","PR_20150526_030535_781_FC16",-22.0882415771484,0.0322803283342443,0.0322803283342443,324.493065763625,324.493065763625,0.0340423583984375,0.0340423583984375,0.0543727874755859,16,-33.5726836,115.193298,"Macroalgae",1
"94",94,"r20150526_024446_wa-gb-auv-01","PR_20150526_030546_287_FC16",-22.1258506774902,0.548616090654685,0.548616090654685,2.11625105085747,2.11625105085747,0.0536212921142578,0.0742802619934082,0.214946746826172,1,-33.572585,115.193315,"Macroalgae",1
"95",95,"r20150526_024446_wa-gb-auv-01","PR_20150526_030556_793_FC16",-22.2808017730713,0.996531997305273,0.996531997305273,2.02508668304974,2.02508668304974,0.022881031036377,0.133270740509033,0.362632751464844,1,-33.5724866,115.1933361,"Macroalgae",1
"96",96,"r20150526_024446_wa-gb-auv-01","PR_20150526_030607_298_FC16",-22.4701919555664,0.967619851308069,0.967619851308069,1.85117896369282,1.85117896369282,-0.00552940368652344,0.130648612976074,0.365280151367188,16,-33.5723853,115.1933465,"Macroalgae",1
"97",97,"r20150526_024446_wa-gb-auv-01","PR_20150526_030617_803_FC16",-22.6155281066895,0.743434431882943,0.743434431882943,4.37175764676306,4.37175764676306,0.000351190567016602,0.10110878944397,0.289508819580078,1,-33.5722875,115.1933609,"Macroalgae",1
"98",98,"r20150526_024446_wa-gb-auv-01","PR_20150526_030628_308_FC16",-22.7251682281494,0.654597383121523,0.654597383121523,6.83863866437242,6.83863866437242,0.016538143157959,0.0908956527709961,0.26097297668457,1,-33.5721939,115.1933795,"Macroalgae",1
"99",99,"r20150526_024446_wa-gb-auv-01","PR_20150526_030638_813_FC16",-22.876501083374,0.692066464431411,0.692066464431411,18.4302990767837,18.4302990767837,0.00178146362304688,0.095369815826416,0.296234130859375,1,-33.5720936,115.1933969,"Macroalgae",0
"100",100,"r20150526_024446_wa-gb-auv-01","PR_20150526_030649_319_FC16",-22.9924030303955,0.599463409337997,0.599463409337997,17.9173549676994,17.9173549676994,-0.0119283199310303,0.0814130306243896,0.261472702026367,1,-33.5719968,115.1933959,"Macroalgae",1
"101",101,"r20150526_024446_wa-gb-auv-01","PR_20150526_030659_823_FC16",-23.0453662872314,0.389515278736123,0.389515278736123,23.1814779331957,23.1814779331957,-0.00942635536193848,0.0534765720367432,0.17155647277832,1,-33.5719669,115.1933085,"Macroalgae",1
"102",102,"r20150526_024446_wa-gb-auv-01","PR_20150526_030710_326_FC16",-23.0232887268066,0.31590059332402,0.31590059332402,4.43176282659498,4.43176282659498,-0.000124931335449219,0.0449237823486328,0.13493537902832,1,-33.5719711,115.1931812,"Macroalgae",1
"103",103,"r20150526_024446_wa-gb-auv-01","PR_20150526_030720_830_FC16",-23.0419139862061,0.223286654905,0.223286654905,7.92560351230648,7.92560351230648,-0.0208652019500732,0.0332334041595459,0.0917606353759766,64,-33.5719445,115.1930511,"Macroalgae",0
"104",104,"r20150526_024446_wa-gb-auv-01","PR_20150526_030731_332_FC16",-23.0238590240479,0.20526374007521,0.20526374007521,15.9811197372221,15.9811197372221,-0.00514316558837891,0.0290627479553223,0.0985107421875,1,-33.5719221,115.1929268,"Macroalgae",1
