"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant","Latitude","Longitude","Zone","Transect","Transect.id"
"111",32,0,0,0,0,16,0,52,"Macroalgae",-33.59421333,115.2138167,"HPZ",2,"HPZ.2"
"112",44,0,0,0,0,24,0,32,"total.seagrass",-33.59421,115.2137833,"HPZ",2,"HPZ.2"
"113",12,0,0,0,0,40,0,48,"Macroalgae",-33.59420667,115.21375,"HPZ",2,"HPZ.2"
"114",52,0,0,0,0,32,0,16,"total.seagrass",-33.59420167,115.2137133,"HPZ",2,"HPZ.2"
"115",4,0,0,0,0,68,0,28,"Unconsolidated",-33.59418667,115.21368,"HPZ",2,"HPZ.2"
"116",44,0,0,0,0,8,0,48,"Macroalgae",-33.59418,115.21365,"HPZ",2,"HPZ.2"
"117",40,0,0,0,0,4,0,56,"Macroalgae",-33.59416833,115.2136333,"HPZ",2,"HPZ.2"
"118",76,0,0,0,0,16,0,8,"total.seagrass",-33.59415,115.2136083,"HPZ",2,"HPZ.2"
"119",20,0,0,0,0,20,0,60,"Macroalgae",-33.59414667,115.213585,"HPZ",2,"HPZ.2"
"120",48,0,0,0,0,24,0,28,"total.seagrass",-33.59413,115.2135633,"HPZ",2,"HPZ.2"
"121",52,0,0,0,0,12,0,36,"total.seagrass",-33.59411833,115.2135333,"HPZ",2,"HPZ.2"
"122",20,0,0,0,0,8,0,72,"Macroalgae",-33.594105,115.2135083,"HPZ",2,"HPZ.2"
"123",28,0,0,0,0,60,0,12,"Unconsolidated",-33.58551667,115.2094517,"HPZ",3,"HPZ.3"
"124",28,0,0,0,0,60,0,12,"Unconsolidated",-33.58551,115.20948,"HPZ",3,"HPZ.3"
"125",0,0,0,0,0,4,0,96,"Macroalgae",-33.585505,115.2095117,"HPZ",3,"HPZ.3"
"126",92,4,0,0,0,4,0,0,"total.seagrass",-33.58550167,115.209545,"HPZ",3,"HPZ.3"
"127",40,0,0,0,0,20,0,40,"total.seagrass",-33.58550667,115.2095733,"HPZ",3,"HPZ.3"
"128",56,0,0,0,0,28,0,16,"total.seagrass",-33.58550667,115.209605,"HPZ",3,"HPZ.3"
"129",36,0,0,0,0,52,0,12,"Unconsolidated",-33.585505,115.209635,"HPZ",3,"HPZ.3"
"130",8,0,0,0,0,76,0,16,"Unconsolidated",-33.5855,115.20967,"HPZ",3,"HPZ.3"
"131",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58549833,115.2097117,"HPZ",3,"HPZ.3"
"132",0,0,0,0,0,96,0,4,"Unconsolidated",-33.58550167,115.209745,"HPZ",3,"HPZ.3"
"133",4,0,0,0,0,76,0,20,"Unconsolidated",-33.58549667,115.2097717,"HPZ",3,"HPZ.3"
"134",24,0,0,0,0,68,0,8,"Unconsolidated",-33.58549,115.209805,"HPZ",3,"HPZ.3"
"135",56,4,0,0,0,24,0,16,"total.seagrass",-33.58547667,115.2098417,"HPZ",3,"HPZ.3"
"136",100,0,0,0,0,0,0,0,"total.seagrass",-33.58547,115.2098733,"HPZ",3,"HPZ.3"
"137",0,0,0,0,0,8,0,92,"Macroalgae",-33.58546667,115.209905,"HPZ",3,"HPZ.3"
"138",64,0,0,0,0,16,0,20,"total.seagrass",-33.585465,115.2099283,"HPZ",3,"HPZ.3"
"139",24,0,0,0,0,56,0,20,"Unconsolidated",-33.58545833,115.209965,"HPZ",3,"HPZ.3"
"140",100,0,0,0,0,0,0,0,"total.seagrass",-33.58545167,115.21,"HPZ",3,"HPZ.3"
"141",100,0,0,0,0,0,0,0,"total.seagrass",-33.58543833,115.2100267,"HPZ",3,"HPZ.3"
"142",48,0,0,0,0,16,0,36,"total.seagrass",-33.58544,115.2100633,"HPZ",3,"HPZ.3"
"143",100,0,0,0,0,0,0,0,"total.seagrass",-33.58543833,115.2100967,"HPZ",3,"HPZ.3"
"144",100,0,0,0,0,0,0,0,"total.seagrass",-33.58543,115.2101267,"HPZ",3,"HPZ.3"
"145",92,0,0,0,0,8,0,0,"total.seagrass",-33.585415,115.2101567,"HPZ",3,"HPZ.3"
"146",84,0,0,0,0,12,0,4,"total.seagrass",-33.58540167,115.2101833,"HPZ",3,"HPZ.3"
"147",64,32,0,0,0,4,0,0,"total.seagrass",-33.585385,115.21021,"HPZ",3,"HPZ.3"
"148",48,0,0,0,0,0,0,52,"Macroalgae",-33.585375,115.210235,"HPZ",3,"HPZ.3"
"149",92,0,0,0,0,8,0,0,"total.seagrass",-33.58536333,115.210265,"HPZ",3,"HPZ.3"
"150",76,8,0,0,0,16,0,0,"total.seagrass",-33.58535,115.2102967,"HPZ",3,"HPZ.3"
"151",28,12,0,0,0,40,4,16,"Unconsolidated",-33.58533667,115.2103317,"HPZ",3,"HPZ.3"
"152",52,4,0,0,0,28,0,16,"total.seagrass",-33.585325,115.2103633,"HPZ",3,"HPZ.3"
"153",84,0,0,0,0,16,0,0,"total.seagrass",-33.58531333,115.2103867,"HPZ",3,"HPZ.3"
"154",56,0,0,0,0,40,0,4,"total.seagrass",-33.58529833,115.2104183,"HPZ",3,"HPZ.3"
"155",28,0,0,0,0,72,0,0,"Unconsolidated",-33.58528667,115.21045,"HPZ",3,"HPZ.3"
"156",20,0,0,0,0,80,0,0,"Unconsolidated",-33.58527167,115.2104733,"HPZ",3,"HPZ.3"
"157",36,0,0,0,0,64,0,0,"Unconsolidated",-33.58526167,115.2105017,"HPZ",3,"HPZ.3"
"158",12,12,0,0,0,76,0,0,"Unconsolidated",-33.58524667,115.21053,"HPZ",3,"HPZ.3"
"159",16,0,0,0,0,80,0,4,"Unconsolidated",-33.58523833,115.2105633,"HPZ",3,"HPZ.3"
"160",36,0,0,0,0,64,0,0,"Unconsolidated",-33.58523167,115.2105833,"HPZ",3,"HPZ.3"
"161",40,0,0,0,0,60,0,0,"Unconsolidated",-33.58522833,115.2106117,"HPZ",3,"HPZ.3"
"162",20,0,0,0,0,52,0,28,"Unconsolidated",-33.58522,115.2106467,"HPZ",3,"HPZ.3"
"163",0,0,0,0,0,76,0,24,"Unconsolidated",-33.58521,115.2106683,"HPZ",3,"HPZ.3"
"164",24,0,0,0,0,52,0,24,"Unconsolidated",-33.58520667,115.210695,"HPZ",3,"HPZ.3"
"165",44,0,0,0,0,36,0,16,"total.seagrass",-33.5852,115.2107267,"HPZ",3,"HPZ.3"
"166",28,12,0,0,0,52,0,8,"Unconsolidated",-33.585185,115.2107683,"HPZ",3,"HPZ.3"
"167",12,8,0,0,0,48,4,28,"Unconsolidated",-33.58517333,115.2108033,"HPZ",3,"HPZ.3"
"168",0,8,0,0,0,60,0,28,"Unconsolidated",-33.58516333,115.2108383,"HPZ",3,"HPZ.3"
"169",20,8,0,0,0,44,0,28,"Unconsolidated",-33.58515167,115.210875,"HPZ",3,"HPZ.3"
"170",16,0,0,0,0,76,0,8,"Unconsolidated",-33.58514167,115.21091,"HPZ",3,"HPZ.3"
"171",12,0,0,0,0,84,0,4,"Unconsolidated",-33.585135,115.2109383,"HPZ",3,"HPZ.3"
"172",8,0,0,0,0,80,0,12,"Unconsolidated",-33.58513167,115.2109667,"HPZ",3,"HPZ.3"
"173",0,8,0,0,0,88,0,4,"Unconsolidated",-33.58513167,115.210995,"HPZ",3,"HPZ.3"
"174",8,0,0,0,0,76,12,4,"Unconsolidated",-33.58513333,115.2110283,"HPZ",3,"HPZ.3"
"175",8,0,0,0,0,88,0,4,"Unconsolidated",-33.58513,115.2110633,"HPZ",3,"HPZ.3"
"176",0,0,0,0,0,68,0,32,"Unconsolidated",-33.58512167,115.2110967,"HPZ",3,"HPZ.3"
"177",24,8,0,0,0,68,0,0,"Unconsolidated",-33.58511333,115.2111283,"HPZ",3,"HPZ.3"
"178",48,0,0,0,0,16,0,36,"total.seagrass",-33.58510667,115.2111567,"HPZ",3,"HPZ.3"
"179",92,0,0,0,0,8,0,0,"total.seagrass",-33.58509833,115.211185,"HPZ",3,"HPZ.3"
"180",40,4,0,0,0,20,0,36,"total.seagrass",-33.58509667,115.2112183,"HPZ",3,"HPZ.3"
"181",0,0,0,0,0,60,8,32,"Unconsolidated",-33.585095,115.2112417,"HPZ",3,"HPZ.3"
"182",80,0,0,0,0,16,4,0,"total.seagrass",-33.58508,115.211275,"HPZ",3,"HPZ.3"
"183",56,12,0,0,0,20,4,8,"total.seagrass",-33.58506667,115.2113033,"HPZ",3,"HPZ.3"
"184",56,0,0,0,0,16,4,24,"total.seagrass",-33.58505667,115.2113317,"HPZ",3,"HPZ.3"
"185",60,0,0,0,0,12,8,20,"total.seagrass",-33.58504167,115.2113667,"HPZ",3,"HPZ.3"
"186",56,0,0,0,0,36,0,4,"total.seagrass",-33.58503,115.2114,"HPZ",3,"HPZ.3"
"187",80,4,0,0,0,16,0,0,"total.seagrass",-33.58501667,115.2114333,"HPZ",3,"HPZ.3"
"188",88,0,0,0,0,12,0,0,"total.seagrass",-33.58500833,115.2114483,"HPZ",3,"HPZ.3"
"189",96,0,0,0,0,4,0,0,"total.seagrass",-33.58500333,115.2114683,"HPZ",3,"HPZ.3"
"190",76,0,0,0,0,24,0,0,"total.seagrass",-33.58499667,115.2114983,"HPZ",3,"HPZ.3"
"191",84,0,0,0,0,16,0,0,"total.seagrass",-33.58497833,115.21152,"HPZ",3,"HPZ.3"
"192",32,0,0,0,0,52,0,16,"Unconsolidated",-33.58496667,115.2115483,"HPZ",3,"HPZ.3"
"193",8,0,0,0,0,92,0,0,"Unconsolidated",-33.58495167,115.211575,"HPZ",3,"HPZ.3"
"194",16,0,0,0,0,84,0,0,"Unconsolidated",-33.584935,115.2115983,"HPZ",3,"HPZ.3"
"195",64,0,0,0,0,36,0,0,"total.seagrass",-33.58492333,115.2116233,"HPZ",3,"HPZ.3"
"196",4,0,0,0,0,92,0,4,"Unconsolidated",-33.58491333,115.211655,"HPZ",3,"HPZ.3"
"197",0,0,0,0,0,84,0,0,"Unconsolidated",-33.58490333,115.2116883,"HPZ",3,"HPZ.3"
"198",12,0,0,0,0,84,0,4,"Unconsolidated",-33.58488833,115.2117183,"HPZ",3,"HPZ.3"
"199",0,4,0,0,0,76,0,16,"Unconsolidated",-33.58487333,115.2117483,"HPZ",3,"HPZ.3"
"200",8,0,0,0,0,92,0,0,"Unconsolidated",-33.58485833,115.2117717,"HPZ",3,"HPZ.3"
"201",12,0,0,0,0,76,0,4,"Unconsolidated",-33.58483833,115.2117967,"HPZ",3,"HPZ.3"
"202",4,0,0,0,0,84,0,12,"Unconsolidated",-33.58482167,115.2118233,"HPZ",3,"HPZ.3"
"203",4,0,0,0,0,72,0,0,"Unconsolidated",-33.58480333,115.211845,"HPZ",3,"HPZ.3"
"204",44,0,0,0,0,56,0,0,"Unconsolidated",-33.58479,115.21188,"HPZ",3,"HPZ.3"
"205",56,0,0,0,0,44,0,0,"total.seagrass",-33.58477167,115.2119067,"HPZ",3,"HPZ.3"
"206",8,0,0,0,0,92,0,0,"Unconsolidated",-33.58475667,115.2119367,"HPZ",3,"HPZ.3"
"207",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58475167,115.2119767,"HPZ",3,"HPZ.3"
"208",24,0,0,0,0,72,0,4,"Unconsolidated",-33.584745,115.212015,"HPZ",3,"HPZ.3"
"209",36,0,0,0,0,64,0,0,"Unconsolidated",-33.58473333,115.2120433,"HPZ",3,"HPZ.3"
"210",20,0,0,0,0,80,0,0,"Unconsolidated",-33.58472333,115.212075,"HPZ",3,"HPZ.3"
"211",28,0,0,0,0,72,0,0,"Unconsolidated",-33.58470667,115.2121,"HPZ",3,"HPZ.3"
"212",24,0,0,0,0,76,0,0,"Unconsolidated",-33.58469167,115.2121267,"HPZ",3,"HPZ.3"
"213",0,0,0,0,0,100,0,0,"Unconsolidated",-33.584675,115.21215,"HPZ",3,"HPZ.3"
"214",8,0,0,0,0,92,0,0,"Unconsolidated",-33.58466,115.2121733,"HPZ",3,"HPZ.3"
"215",12,0,0,0,0,88,0,0,"Unconsolidated",-33.58464167,115.2121983,"HPZ",3,"HPZ.3"
"216",8,0,0,0,0,88,0,4,"Unconsolidated",-33.58463,115.2122283,"HPZ",3,"HPZ.3"
"217",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58461667,115.2122583,"HPZ",3,"HPZ.3"
"218",0,0,0,0,0,96,0,4,"Unconsolidated",-33.58460667,115.212295,"HPZ",3,"HPZ.3"
"219",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58459333,115.2123333,"HPZ",3,"HPZ.3"
"220",0,0,0,0,0,96,0,4,"Unconsolidated",-33.584585,115.2123717,"HPZ",3,"HPZ.3"
"221",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58457833,115.2124117,"HPZ",3,"HPZ.3"
"222",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58456833,115.2124383,"HPZ",3,"HPZ.3"
"223",36,0,0,0,0,64,0,0,"Unconsolidated",-33.584565,115.2124667,"HPZ",3,"HPZ.3"
"224",16,0,0,0,0,76,0,4,"Unconsolidated",-33.58455833,115.212495,"HPZ",3,"HPZ.3"
"225",36,0,0,0,0,60,0,4,"Unconsolidated",-33.58455,115.212525,"HPZ",3,"HPZ.3"
"226",16,4,0,0,0,76,0,4,"Unconsolidated",-33.58454667,115.21255,"HPZ",3,"HPZ.3"
"227",4,0,0,0,0,96,0,0,"Unconsolidated",-33.58453833,115.2125817,"HPZ",3,"HPZ.3"
"228",12,0,0,0,0,88,0,0,"Unconsolidated",-33.58454,115.21262,"HPZ",3,"HPZ.3"
"229",68,0,0,0,0,32,0,0,"total.seagrass",-33.58453333,115.212655,"HPZ",3,"HPZ.3"
"230",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58452833,115.2126883,"HPZ",3,"HPZ.3"
"231",0,0,0,0,0,96,0,4,"Unconsolidated",-33.58452333,115.2127183,"HPZ",3,"HPZ.3"
"232",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58451833,115.2127517,"HPZ",3,"HPZ.3"
"233",0,0,0,0,0,96,0,4,"Unconsolidated",-33.58451333,115.212785,"HPZ",3,"HPZ.3"
"234",20,0,0,0,0,76,0,4,"Unconsolidated",-33.58450667,115.2128233,"HPZ",3,"HPZ.3"
"235",4,0,0,0,0,96,0,0,"Unconsolidated",-33.58450167,115.212855,"HPZ",3,"HPZ.3"
"236",4,0,0,0,0,96,0,0,"Unconsolidated",-33.584505,115.2128833,"HPZ",3,"HPZ.3"
"237",16,0,0,0,0,80,0,4,"Unconsolidated",-33.58450167,115.212915,"HPZ",3,"HPZ.3"
"238",0,0,0,0,0,96,0,4,"Unconsolidated",-33.5845,115.2129317,"HPZ",3,"HPZ.3"
"239",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58449833,115.2129617,"HPZ",3,"HPZ.3"
"240",0,0,0,0,0,96,0,4,"Unconsolidated",-33.58449,115.21299,"HPZ",3,"HPZ.3"
"241",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58448333,115.2130217,"HPZ",3,"HPZ.3"
"242",0,0,0,0,0,100,0,0,"Unconsolidated",-33.58447333,115.2130533,"HPZ",3,"HPZ.3"
