"","campaignid","sample","latitude","longitude","Macroalgae","Turf.algae","Stony.corals","Unconsolidated","Seagrasses","Sponges","Consolidated"
"106","2014-12_Geographe_Bay_stereoBRUVs","12RC1",-33.5932167,115.2132833,0,1,0,1,0,0,1
"107","2014-12_Geographe_Bay_stereoBRUVs","12RC2",-33.5916,115.23785,0,1,0,1,1,0,0
"108","2014-12_Geographe_Bay_stereoBRUVs","12RC3",-33.5914667,115.24145,0,1,0,0,0,0,0
"109","2014-12_Geographe_Bay_stereoBRUVs","12RC5",-33.5621333,115.3443,1,1,0,0,0,0,0
"110","2014-12_Geographe_Bay_stereoBRUVs","12RC6",-33.5711,115.3481333,0,1,0,0,0,0,0
"111","2014-12_Geographe_Bay_stereoBRUVs","12RC7",-33.5118,115.41785,1,1,0,0,0,0,0
"112","2014-12_Geographe_Bay_stereoBRUVs","12RC8",-33.5148667,115.41815,1,1,0,0,0,0,0
"113","2014-12_Geographe_Bay_stereoBRUVs","12RC9",-33.5162167,115.4064167,1,1,0,0,0,0,0
"114","2014-12_Geographe_Bay_stereoBRUVs","13",-33.4501833,115.0925167,0,0,0,1,0,0,0
"115","2014-12_Geographe_Bay_stereoBRUVs","135",-33.50185,115.4207333,0,1,0,0,1,1,0
"116","2014-12_Geographe_Bay_stereoBRUVs","138",-33.5808333,115.1139333,0,1,0,0,1,0,0
"117","2014-12_Geographe_Bay_stereoBRUVs","139",-33.60325,115.2736667,0,1,0,0,1,0,0
"118","2014-12_Geographe_Bay_stereoBRUVs","13RC1",-33.5059833,115.43075,1,1,0,0,0,0,0
"119","2014-12_Geographe_Bay_stereoBRUVs","13RC11",-33.3740333,115.36925,0,0,0,1,1,0,0
"120","2014-12_Geographe_Bay_stereoBRUVs","13RC12",-33.3743667,115.3668167,0,0,0,1,1,0,0
"121","2014-12_Geographe_Bay_stereoBRUVs","13RC15",-33.3768333,115.3559333,1,1,0,1,1,0,0
"122","2014-12_Geographe_Bay_stereoBRUVs","13RC2",-33.49485,115.45595,1,1,0,0,0,0,0
"123","2014-12_Geographe_Bay_stereoBRUVs","13RC3",-33.4839333,115.45155,1,1,0,0,0,0,0
"124","2014-12_Geographe_Bay_stereoBRUVs","13RC4",-33.4993833,115.3964667,0,1,0,0,1,0,0
"125","2014-12_Geographe_Bay_stereoBRUVs","13RC5",-33.4839333,115.4656167,0,0,0,1,1,0,0
"126","2014-12_Geographe_Bay_stereoBRUVs","13RC6",-33.3809667,115.3892333,0,0,0,1,1,0,0
"127","2014-12_Geographe_Bay_stereoBRUVs","13RC7",-33.3774333,115.38605,0,0,0,1,1,0,0
"128","2014-12_Geographe_Bay_stereoBRUVs","13RC8",-33.3726,115.3791,0,0,0,1,1,0,0
"129","2014-12_Geographe_Bay_stereoBRUVs","13RC9",-33.3730667,115.3747833,1,1,0,1,1,0,0
"130","2014-12_Geographe_Bay_stereoBRUVs","14",-33.5296667,115.4130333,0,1,0,1,0,0,0
"131","2014-12_Geographe_Bay_stereoBRUVs","143",-33.5761667,115.2367,0,1,0,0,0,0,0
"132","2014-12_Geographe_Bay_stereoBRUVs","144",-33.5342333,115.4323167,0,0,0,0,1,0,0
"133","2014-12_Geographe_Bay_stereoBRUVs","15",-33.5782333,115.2147833,0,0,0,1,1,0,0
"134","2014-12_Geographe_Bay_stereoBRUVs","151",-33.4768,115.4328833,0,1,0,0,1,0,0
"135","2014-12_Geographe_Bay_stereoBRUVs","154",-33.6033667,115.19675,0,1,0,0,0,0,0
"136","2014-12_Geographe_Bay_stereoBRUVs","16",-33.3889,115.4986167,1,1,0,0,1,0,0
"137","2014-12_Geographe_Bay_stereoBRUVs","160",-33.6033667,115.2477833,0,0,0,0,1,0,0
"138","2014-12_Geographe_Bay_stereoBRUVs","167",-33.4627333,115.4805667,0,1,0,0,1,0,0
"139","2014-12_Geographe_Bay_stereoBRUVs","17",-33.3635833,115.23265,0,1,0,1,1,1,0
"140","2014-12_Geographe_Bay_stereoBRUVs","170",-33.54165,115.3698333,0,1,0,0,1,0,0
"141","2014-12_Geographe_Bay_stereoBRUVs","175",-33.5518167,115.12275,0,0,0,1,0,0,0
"142","2014-12_Geographe_Bay_stereoBRUVs","176",-33.59,115.1290667,0,1,0,0,1,0,0
"143","2014-12_Geographe_Bay_stereoBRUVs","18",-33.3926,115.0981333,0,0,0,1,0,0,0
"144","2014-12_Geographe_Bay_stereoBRUVs","183",-33.5687667,115.2488,0,0,0,1,1,0,0
"145","2014-12_Geographe_Bay_stereoBRUVs","19",-33.4605,115.3618,0,0,0,1,1,0,0
"146","2014-12_Geographe_Bay_stereoBRUVs","192",-33.4273167,115.5755833,1,1,0,1,0,0,0
"147","2014-12_Geographe_Bay_stereoBRUVs","196",-33.5098167,115.4045,0,1,0,0,1,0,0
"148","2014-12_Geographe_Bay_stereoBRUVs","199",-33.5975167,115.2108833,0,1,1,0,0,0,0
"149","2014-12_Geographe_Bay_stereoBRUVs","2",-33.4405333,115.10095,0,0,0,1,0,1,0
"150","2014-12_Geographe_Bay_stereoBRUVs","20",-33.4338667,115.2221167,0,0,0,1,1,0,0
"151","2014-12_Geographe_Bay_stereoBRUVs","202",-33.5779333,115.4117167,0,0,0,0,1,0,0
"152","2014-12_Geographe_Bay_stereoBRUVs","207",-33.5738333,115.23165,0,0,0,1,0,0,0
"153","2014-12_Geographe_Bay_stereoBRUVs","208",-33.3873,115.5742333,0,0,0,0,1,0,0
"154","2014-12_Geographe_Bay_stereoBRUVs","21",-33.3857167,115.39765,0,0,0,1,0,0,0
"155","2014-12_Geographe_Bay_stereoBRUVs","218",-33.5954833,115.3030667,0,1,0,0,1,0,0
"156","2014-12_Geographe_Bay_stereoBRUVs","22",-33.57455,115.1806667,0,1,0,0,0,1,0
"157","2014-12_Geographe_Bay_stereoBRUVs","224",-33.4189,115.5035833,0,1,0,0,0,0,0
"158","2014-12_Geographe_Bay_stereoBRUVs","23",-33.5041833,115.4289333,1,1,0,1,1,0,0
"159","2014-12_Geographe_Bay_stereoBRUVs","234",-33.6031667,115.3602167,0,0,0,0,1,0,0
"160","2014-12_Geographe_Bay_stereoBRUVs","236",-33.4949167,115.4766833,0,1,0,1,1,0,0
"161","2014-12_Geographe_Bay_stereoBRUVs","24",-33.47115,115.2861667,1,0,0,1,0,0,0
"162","2014-12_Geographe_Bay_stereoBRUVs","240",-33.4387833,115.4684667,0,1,0,1,1,0,0
"163","2014-12_Geographe_Bay_stereoBRUVs","247",-33.5561,115.1345167,0,0,0,1,1,0,0
"164","2014-12_Geographe_Bay_stereoBRUVs","25",-33.3833333,115.0827833,0,0,0,1,0,0,0
"165","2014-12_Geographe_Bay_stereoBRUVs","256",-33.4083167,115.4774833,0,1,0,1,0,0,0
"166","2014-12_Geographe_Bay_stereoBRUVs","26",-33.5500333,115.3236167,0,1,0,1,1,0,0
"167","2014-12_Geographe_Bay_stereoBRUVs","267",-33.5707,115.1362,0,0,0,1,0,0,0
"168","2014-12_Geographe_Bay_stereoBRUVs","27",-33.5463667,115.1883833,0,0,0,1,0,0,0
"169","2014-12_Geographe_Bay_stereoBRUVs","270",-33.52045,115.4206,0,0,0,0,1,0,0
"170","2014-12_Geographe_Bay_stereoBRUVs","271",-33.5937,115.2133167,0,1,0,0,1,0,0
"171","2014-12_Geographe_Bay_stereoBRUVs","272",-33.3815,115.4879333,1,1,0,0,0,0,0
"172","2014-12_Geographe_Bay_stereoBRUVs","279",-33.5011833,115.4379167,1,1,0,0,1,0,0
"173","2014-12_Geographe_Bay_stereoBRUVs","28",-33.42715,115.2872833,1,1,0,1,1,0,0
"174","2014-12_Geographe_Bay_stereoBRUVs","282",-33.5571833,115.3322333,1,1,0,0,1,0,0
"175","2014-12_Geographe_Bay_stereoBRUVs","287",-33.5940333,115.2189,1,0,0,1,1,0,0
"176","2014-12_Geographe_Bay_stereoBRUVs","288",-33.4709833,115.4775833,1,1,0,1,1,0,0
"177","2014-12_Geographe_Bay_stereoBRUVs","29",-33.4869667,115.1764,1,0,0,0,1,1,0
"178","2014-12_Geographe_Bay_stereoBRUVs","295",-33.5555333,115.46605,0,1,0,0,0,0,0
"179","2014-12_Geographe_Bay_stereoBRUVs","298",-33.5825167,115.1301333,0,1,0,1,1,0,0
"180","2014-12_Geographe_Bay_stereoBRUVs","3",-33.4920833,115.3549,0,0,0,1,0,0,0
"181","2014-12_Geographe_Bay_stereoBRUVs","30",-33.42405,115.33405,0,0,0,1,0,0,0
"182","2014-12_Geographe_Bay_stereoBRUVs","304",-33.5958333,115.1453667,0,1,0,0,0,0,0
"183","2014-12_Geographe_Bay_stereoBRUVs","31",-33.5986333,115.2369167,0,0,0,1,0,0,0
"184","2014-12_Geographe_Bay_stereoBRUVs","314",-33.5869,115.1628333,0,0,0,0,1,0,0
"185","2014-12_Geographe_Bay_stereoBRUVs","316",-33.3839667,115.5281667,0,1,0,0,1,0,0
"186","2014-12_Geographe_Bay_stereoBRUVs","32",-33.4807833,115.46205,1,1,0,0,1,0,0
"187","2014-12_Geographe_Bay_stereoBRUVs","320",-33.4417833,115.49575,1,1,0,1,1,0,0
"188","2014-12_Geographe_Bay_stereoBRUVs","327",-33.4892333,115.3942,1,1,0,1,1,0,0
"189","2014-12_Geographe_Bay_stereoBRUVs","33",-33.3527667,115.3204833,1,1,0,1,1,1,0
"190","2014-12_Geographe_Bay_stereoBRUVs","330",-33.5691167,115.104,0,1,0,0,0,1,0
"191","2014-12_Geographe_Bay_stereoBRUVs","331",-33.6030833,115.2530333,0,1,0,0,1,0,0
"192","2014-12_Geographe_Bay_stereoBRUVs","335",-33.5771167,115.2266667,0,1,0,1,1,0,0
"193","2014-12_Geographe_Bay_stereoBRUVs","34",-33.3845167,115.0739,0,0,0,1,0,0,0
"194","2014-12_Geographe_Bay_stereoBRUVs","346",-33.6092,115.2392833,0,1,0,1,1,0,0
"195","2014-12_Geographe_Bay_stereoBRUVs","35",-33.4055,115.4157167,1,1,0,1,1,0,0
"196","2014-12_Geographe_Bay_stereoBRUVs","352",-33.4517667,115.4879833,1,1,0,1,1,0,0
"197","2014-12_Geographe_Bay_stereoBRUVs","36",-33.4269,115.20765,0,0,0,1,0,0,0
"198","2014-12_Geographe_Bay_stereoBRUVs","362",-33.627,115.2948,0,0,0,0,1,0,0
"199","2014-12_Geographe_Bay_stereoBRUVs","368",-33.5725167,115.45125,0,1,0,0,0,0,0
"200","2014-12_Geographe_Bay_stereoBRUVs","37",-33.3585,115.3721,0,0,0,1,0,0,0
"201","2014-12_Geographe_Bay_stereoBRUVs","375",-33.5902167,115.2205667,0,0,0,0,1,0,0
"202","2014-12_Geographe_Bay_stereoBRUVs","378",-33.5555833,115.3912,0,0,0,1,1,0,0
"203","2014-12_Geographe_Bay_stereoBRUVs","38",-33.5036833,115.1274333,0,0,0,1,0,0,0
"204","2014-12_Geographe_Bay_stereoBRUVs","384",-33.4274667,115.51415,1,1,0,0,0,1,0
"205","2014-12_Geographe_Bay_stereoBRUVs","39",-33.465,115.43285,0,1,0,1,1,0,0
"206","2014-12_Geographe_Bay_stereoBRUVs","391",-33.50165,115.4101333,1,0,0,1,1,0,0
"207","2014-12_Geographe_Bay_stereoBRUVs","394",-33.5181,115.3820167,0,0,0,0,1,0,0
"208","2014-12_Geographe_Bay_stereoBRUVs","395",-33.6072833,115.3444333,0,0,0,0,1,0,0
"209","2014-12_Geographe_Bay_stereoBRUVs","399",-33.6143333,115.31295,0,0,0,0,1,0,0
"210","2014-12_Geographe_Bay_stereoBRUVs","4",-33.3921,115.2280833,0,0,0,1,0,0,0
"211","2014-12_Geographe_Bay_stereoBRUVs","40",-33.4719667,115.2287167,0,0,0,1,0,0,0
"212","2014-12_Geographe_Bay_stereoBRUVs","400",-33.3575833,115.5516833,1,1,0,1,1,0,0
"213","2014-12_Geographe_Bay_stereoBRUVs","407",-33.4881667,115.4274667,0,1,0,1,1,0,0
"214","2014-12_Geographe_Bay_stereoBRUVs","41",-33.36785,115.0985833,0,0,0,1,0,0,0
"215","2014-12_Geographe_Bay_stereoBRUVs","416",-33.6147833,115.2806167,0,1,0,1,1,0,0
"216","2014-12_Geographe_Bay_stereoBRUVs","42",-33.5425167,115.3862333,0,1,0,0,1,0,0
"217","2014-12_Geographe_Bay_stereoBRUVs","428",-33.45045,115.5572167,1,1,0,0,0,0,0
"218","2014-12_Geographe_Bay_stereoBRUVs","432",-33.4270333,115.4686,1,1,0,1,1,0,0
"219","2014-12_Geographe_Bay_stereoBRUVs","439",-33.6309333,115.2730667,0,0,0,0,1,0,0
"220","2014-12_Geographe_Bay_stereoBRUVs","44",-33.3984333,115.30965,0,0,0,1,1,0,0
"221","2014-12_Geographe_Bay_stereoBRUVs","442",-33.5066,115.41935,1,1,0,1,1,0,0
"222","2014-12_Geographe_Bay_stereoBRUVs","443",-33.5698,115.2024833,0,1,0,1,1,0,0
"223","2014-12_Geographe_Bay_stereoBRUVs","448",-33.3965,115.4930667,0,1,0,0,1,0,0
"224","2014-12_Geographe_Bay_stereoBRUVs","45",-33.4445667,115.13165,0,0,0,1,0,0,0
"225","2014-12_Geographe_Bay_stereoBRUVs","451",-33.41975,115.5529,1,1,0,1,1,0,0
"226","2014-12_Geographe_Bay_stereoBRUVs","455",-33.5671333,115.1820333,0,0,0,1,1,0,0
"227","2014-12_Geographe_Bay_stereoBRUVs","46",-33.4028,115.3493,0,0,0,1,1,0,0
"228","2014-12_Geographe_Bay_stereoBRUVs","463",-33.51505,115.50435,0,0,0,1,0,0,0
"229","2014-12_Geographe_Bay_stereoBRUVs","47",-33.5485,115.2877667,0,0,0,1,1,0,0
"230","2014-12_Geographe_Bay_stereoBRUVs","474",-33.4681167,115.5436,0,1,0,0,0,0,0
"231","2014-12_Geographe_Bay_stereoBRUVs","48",-33.40275,115.5133833,0,1,0,0,1,0,0
"232","2014-12_Geographe_Bay_stereoBRUVs","480",-33.3475833,115.5777,1,0,0,0,1,0,0
"233","2014-12_Geographe_Bay_stereoBRUVs","49",-33.3809167,115.2720667,0,0,0,1,0,0,0
"234","2014-12_Geographe_Bay_stereoBRUVs","490",-33.5613,115.3612,0,1,0,0,0,0,0
"235","2014-12_Geographe_Bay_stereoBRUVs","492",-33.4637833,115.4974833,0,1,0,1,1,0,0
"236","2014-12_Geographe_Bay_stereoBRUVs","496",-33.4851167,115.4752333,0,1,0,0,1,0,0
"237","2014-12_Geographe_Bay_stereoBRUVs","499",-33.45165,115.5441167,0,1,0,1,1,0,0
"238","2014-12_Geographe_Bay_stereoBRUVs","5",-33.3627833,115.45495,0,1,0,1,1,0,0
"239","2014-12_Geographe_Bay_stereoBRUVs","50",-33.4108,115.1742333,0,0,0,0,1,1,0
"240","2014-12_Geographe_Bay_stereoBRUVs","503",-33.5845333,115.3097667,0,0,0,1,1,0,0
"241","2014-12_Geographe_Bay_stereoBRUVs","506",-33.5173833,115.4165,0,1,0,0,1,0,0
"242","2014-12_Geographe_Bay_stereoBRUVs","51",-33.4315667,115.41365,1,1,0,1,1,1,0
"243","2014-12_Geographe_Bay_stereoBRUVs","512",-33.5094,115.4873333,0,1,0,1,0,0,0
"244","2014-12_Geographe_Bay_stereoBRUVs","52",-33.49265,115.2982,0,0,0,1,0,0,0
"245","2014-12_Geographe_Bay_stereoBRUVs","523",-33.5634333,115.1589167,0,0,0,1,1,0,0
"246","2014-12_Geographe_Bay_stereoBRUVs","527",-33.5894167,115.2078167,0,0,0,0,1,0,0
"247","2014-12_Geographe_Bay_stereoBRUVs","528",-33.48105,115.4971,0,1,0,0,1,0,0
