"","campaignid","sample","latitude","longitude","Macroalgae","Turf.algae","Stony.corals","Unconsolidated","Seagrasses","Sponges","Consolidated","Other"
"104","r20150526_024446_wa-gb-auv-01","PR_20150526_030731_332_FC16",-33.5719221,115.1929268,1,0,0,1,1,0,0,1
"105","r20150526_024446_wa-gb-auv-01","PR_20150526_030741_835_FC16",-33.5719014,115.1928053,0,0,0,1,0,0,0,0
"106","r20150526_024446_wa-gb-auv-01","PR_20150526_030752_340_FC16",-33.5718797,115.1926813,0,0,0,1,1,0,1,0
"107","r20150526_024446_wa-gb-auv-01","PR_20150526_030802_845_FC16",-33.5718634,115.1925582,1,0,0,1,1,0,0,0
"108","r20150526_024446_wa-gb-auv-01","PR_20150526_030813_349_FC16",-33.5718476,115.1924383,1,0,0,1,1,0,0,0
"109","r20150526_024446_wa-gb-auv-01","PR_20150526_030823_853_FC16",-33.5718313,115.1923173,0,0,0,1,1,0,0,0
"110","r20150526_024446_wa-gb-auv-01","PR_20150526_030834_356_FC16",-33.5718147,115.1921984,1,0,0,1,0,0,0,0
"111","r20150526_024446_wa-gb-auv-01","PR_20150526_030844_860_FC16",-33.5717986,115.1920792,0,0,0,1,0,0,0,0
"112","r20150526_024446_wa-gb-auv-01","PR_20150526_030855_364_FC16",-33.5717867,115.1919649,0,0,0,1,0,0,0,0
"113","r20150526_024446_wa-gb-auv-01","PR_20150526_030905_869_FC16",-33.571847,115.1919109,0,0,0,1,0,0,0,0
"114","r20150526_024446_wa-gb-auv-01","PR_20150526_030916_373_FC16",-33.5719353,115.1919516,0,0,0,1,0,0,0,0
"115","r20150526_024446_wa-gb-auv-01","PR_20150526_030926_878_FC16",-33.5720422,115.1919427,0,0,0,1,0,0,0,0
"116","r20150526_024446_wa-gb-auv-01","PR_20150526_030937_383_FC16",-33.5721518,115.1919452,0,0,0,1,1,0,0,0
"117","r20150526_024446_wa-gb-auv-01","PR_20150526_030947_888_FC16",-33.5722559,115.1919443,0,0,0,1,1,0,0,0
"118","r20150526_024446_wa-gb-auv-01","PR_20150526_030958_394_FC16",-33.5723593,115.1919437,1,0,0,1,1,0,0,0
"119","r20150526_024446_wa-gb-auv-01","PR_20150526_031009_399_FC16",-33.5724684,115.1919385,0,1,0,1,1,0,0,0
"120","r20150526_024446_wa-gb-auv-01","PR_20150526_031019_904_FC16",-33.5725691,115.1919377,0,0,0,1,1,0,0,0
"121","r20150526_024446_wa-gb-auv-01","PR_20150526_031030_409_FC16",-33.572668,115.1919417,1,1,0,1,1,0,0,0
"122","r20150526_024446_wa-gb-auv-01","PR_20150526_031040_914_FC16",-33.5727707,115.1919503,0,0,0,1,1,0,0,0
"123","r20150526_024446_wa-gb-auv-01","PR_20150526_031051_419_FC16",-33.5728727,115.1919533,1,0,0,1,1,0,0,0
"124","r20150526_024446_wa-gb-auv-01","PR_20150526_031101_924_FC16",-33.5729751,115.1919527,0,0,0,1,1,0,0,0
"125","r20150526_024446_wa-gb-auv-01","PR_20150526_031112_429_FC16",-33.5730754,115.1919546,1,1,0,1,1,0,0,0
"126","r20150526_024446_wa-gb-auv-01","PR_20150526_031122_934_FC16",-33.5731715,115.1919537,1,0,0,1,1,0,0,0
"127","r20150526_024446_wa-gb-auv-01","PR_20150526_031133_438_FC16",-33.5732696,115.1919481,0,0,0,1,1,0,0,0
"128","r20150526_024446_wa-gb-auv-01","PR_20150526_031143_943_FC16",-33.5733699,115.1919537,1,0,0,1,1,0,0,0
"129","r20150526_024446_wa-gb-auv-01","PR_20150526_031154_448_FC16",-33.5734715,115.1919653,1,0,0,1,1,0,1,0
"130","r20150526_024446_wa-gb-auv-01","PR_20150526_031204_953_FC16",-33.5735698,115.1919634,1,0,0,1,1,0,0,0
"131","r20150526_035926_wa-gb-auv-02","PR_20150526_040523_584_FC16",-33.593088,115.2134519,0,0,0,0,0,0,0,1
"132","r20150526_035926_wa-gb-auv-02","PR_20150526_040532_590_FC16",-33.5931007,115.2133865,0,0,0,0,0,0,0,1
"133","r20150526_035926_wa-gb-auv-02","PR_20150526_040543_096_FC16",-33.5930976,115.2132937,0,0,0,0,0,0,0,1
"134","r20150526_035926_wa-gb-auv-02","PR_20150526_040553_603_FC16",-33.5930838,115.2132,0,0,0,0,0,0,0,1
"135","r20150526_035926_wa-gb-auv-02","PR_20150526_040604_110_FC16",-33.5930739,115.2130874,0,0,0,0,0,0,0,1
"136","r20150526_035926_wa-gb-auv-02","PR_20150526_040614_617_FC16",-33.5930648,115.2129587,1,0,0,1,1,0,0,0
"137","r20150526_035926_wa-gb-auv-02","PR_20150526_040625_123_FC16",-33.5930468,115.2128189,1,0,0,0,0,0,1,0
"138","r20150526_035926_wa-gb-auv-02","PR_20150526_040635_628_FC16",-33.5930341,115.2126935,1,1,0,1,0,1,0,0
"139","r20150526_035926_wa-gb-auv-02","PR_20150526_040646_134_FC16",-33.5930195,115.2125757,1,0,1,0,0,1,1,0
"140","r20150526_035926_wa-gb-auv-02","PR_20150526_040656_639_FC16",-33.5930069,115.2124581,1,1,0,1,0,0,0,0
"141","r20150526_035926_wa-gb-auv-02","PR_20150526_040707_145_FC16",-33.5929926,115.2123341,1,1,0,1,1,0,0,0
"142","r20150526_035926_wa-gb-auv-02","PR_20150526_040717_651_FC16",-33.592981,115.21222,1,1,0,1,0,0,0,0
"143","r20150526_035926_wa-gb-auv-02","PR_20150526_040728_157_FC16",-33.5929717,115.2121043,1,1,0,1,1,0,0,0
"144","r20150526_035926_wa-gb-auv-02","PR_20150526_040738_662_FC16",-33.5929581,115.2119873,1,1,0,0,0,0,1,0
"145","r20150526_035926_wa-gb-auv-02","PR_20150526_040749_168_FC16",-33.5929404,115.2118671,1,1,0,0,0,0,1,0
"146","r20150526_035926_wa-gb-auv-02","PR_20150526_040759_674_FC16",-33.592927,115.2117465,1,1,0,1,1,0,0,0
"147","r20150526_035926_wa-gb-auv-02","PR_20150526_040810_181_FC16",-33.5929143,115.2116207,0,1,0,1,1,0,0,0
"148","r20150526_035926_wa-gb-auv-02","PR_20150526_040820_689_FC16",-33.5928957,115.2114959,1,1,0,1,1,0,1,0
"149","r20150526_035926_wa-gb-auv-02","PR_20150526_040831_197_FC16",-33.5928811,115.2113702,0,0,0,1,1,0,1,0
"150","r20150526_035926_wa-gb-auv-02","PR_20150526_040841_703_FC16",-33.5928659,115.2112462,0,0,0,1,1,0,0,0
"151","r20150526_035926_wa-gb-auv-02","PR_20150526_040852_210_FC16",-33.5928551,115.2111236,0,0,0,1,1,0,1,0
"152","r20150526_035926_wa-gb-auv-02","PR_20150526_040902_717_FC16",-33.5928438,115.2110033,1,0,0,1,1,0,0,0
"153","r20150526_035926_wa-gb-auv-02","PR_20150526_040913_224_FC16",-33.5928295,115.210883,1,0,0,1,1,0,0,0
"154","r20150526_035926_wa-gb-auv-02","PR_20150526_040923_731_FC16",-33.5928167,115.2107614,1,0,0,1,1,0,1,0
"155","r20150526_035926_wa-gb-auv-02","PR_20150526_040934_238_FC16",-33.5928039,115.2106416,1,0,0,1,1,0,0,0
"156","r20150526_035926_wa-gb-auv-02","PR_20150526_040944_745_FC16",-33.5927925,115.2105227,0,0,0,1,1,0,0,0
"157","r20150526_035926_wa-gb-auv-02","PR_20150526_040955_251_FC16",-33.5927791,115.2104044,0,0,0,1,1,0,0,0
"158","r20150526_035926_wa-gb-auv-02","PR_20150526_041005_758_FC16",-33.5927689,115.2102854,1,0,0,1,1,0,0,0
"159","r20150526_035926_wa-gb-auv-02","PR_20150526_041016_264_FC16",-33.5927567,115.2101667,0,0,0,1,1,0,1,0
"160","r20150526_035926_wa-gb-auv-02","PR_20150526_041026_771_FC16",-33.5927429,115.2100462,1,1,0,1,1,0,1,0
"161","r20150526_035926_wa-gb-auv-02","PR_20150526_041037_277_FC16",-33.5927297,115.209922,0,0,0,1,1,0,1,0
"162","r20150526_050219_wa-gb-auv-03","PR_20150526_050904_039_FC16",-33.5809796,115.2264484,0,0,0,1,1,0,0,0
"163","r20150526_050219_wa-gb-auv-03","PR_20150526_050914_543_FC16",-33.5808825,115.2264816,0,0,0,1,1,0,0,0
"164","r20150526_050219_wa-gb-auv-03","PR_20150526_050925_048_FC16",-33.5807867,115.2265147,0,0,0,1,0,0,0,0
"165","r20150526_050219_wa-gb-auv-03","PR_20150526_050935_552_FC16",-33.5806898,115.2265475,0,0,0,1,0,0,0,0
"166","r20150526_050219_wa-gb-auv-03","PR_20150526_050946_056_FC16",-33.5805956,115.2265805,0,0,0,1,0,0,0,0
"167","r20150526_050219_wa-gb-auv-03","PR_20150526_050956_561_FC16",-33.5805011,115.2266138,0,0,0,1,1,0,0,0
"168","r20150526_050219_wa-gb-auv-03","PR_20150526_051007_065_FC16",-33.5804071,115.226647,0,0,0,1,0,0,0,0
"169","r20150526_050219_wa-gb-auv-03","PR_20150526_051017_570_FC16",-33.5803137,115.226683,1,0,0,1,0,0,0,0
"170","r20150526_050219_wa-gb-auv-03","PR_20150526_051028_075_FC16",-33.5802204,115.2267196,1,0,0,1,0,0,0,0
"171","r20150526_050219_wa-gb-auv-03","PR_20150526_051038_580_FC16",-33.5801253,115.2267551,0,0,0,1,1,0,0,0
"172","r20150526_050219_wa-gb-auv-03","PR_20150526_051049_085_FC16",-33.5800295,115.2267883,1,0,0,1,1,0,0,0
"173","r20150526_050219_wa-gb-auv-03","PR_20150526_051059_591_FC16",-33.579931,115.2268262,1,0,0,1,0,0,0,0
"174","r20150526_050219_wa-gb-auv-03","PR_20150526_051110_096_FC16",-33.5798338,115.2268655,0,0,0,1,0,0,0,0
"175","r20150526_050219_wa-gb-auv-03","PR_20150526_051120_600_FC16",-33.5797368,115.2269048,1,0,0,1,1,0,0,0
"176","r20150526_050219_wa-gb-auv-03","PR_20150526_051131_106_FC16",-33.5796363,115.2269365,0,0,0,1,0,0,0,0
"177","r20150526_050219_wa-gb-auv-03","PR_20150526_051141_611_FC16",-33.5795387,115.2269691,0,0,0,1,0,0,0,0
"178","r20150526_050219_wa-gb-auv-03","PR_20150526_051152_116_FC16",-33.5794407,115.2270029,1,0,0,1,0,0,0,0
"179","r20150526_050219_wa-gb-auv-03","PR_20150526_051202_621_FC16",-33.5793426,115.227039,0,1,0,1,0,0,0,0
"180","r20150526_050219_wa-gb-auv-03","PR_20150526_051213_127_FC16",-33.5792451,115.2270762,0,0,0,1,0,0,0,0
"181","r20150526_050219_wa-gb-auv-03","PR_20150526_051223_631_FC16",-33.5791461,115.227108,0,0,0,1,0,0,0,0
"182","r20150526_050219_wa-gb-auv-03","PR_20150526_051234_136_FC16",-33.5790478,115.2271403,0,0,0,1,0,0,0,0
"183","r20150526_050219_wa-gb-auv-03","PR_20150526_051244_640_FC16",-33.5789526,115.2271763,0,0,0,1,0,0,0,0
"184","r20150526_050219_wa-gb-auv-03","PR_20150526_051255_145_FC16",-33.5788566,115.2272157,0,0,0,1,0,0,0,0
"185","r20150526_050219_wa-gb-auv-03","PR_20150526_051305_650_FC16",-33.5787588,115.2272512,0,0,0,1,0,0,0,0
"186","r20150526_050219_wa-gb-auv-03","PR_20150526_051316_155_FC16",-33.5786633,115.2272863,0,0,0,1,0,0,0,0
"187","r20150526_050219_wa-gb-auv-03","PR_20150526_051326_660_FC16",-33.5785701,115.2273224,0,0,0,1,0,0,0,0
"188","r20150526_050219_wa-gb-auv-03","PR_20150526_051337_165_FC16",-33.5784765,115.2273584,0,0,0,1,0,0,0,0
"189","r20150526_050219_wa-gb-auv-03","PR_20150526_051347_670_FC16",-33.5783823,115.2273921,0,0,0,1,0,0,0,0
"190","r20150526_050219_wa-gb-auv-03","PR_20150526_051358_175_FC16",-33.57828,115.2274272,0,0,0,1,0,0,0,0
"191","r20150526_050219_wa-gb-auv-03","PR_20150526_051408_680_FC16",-33.578179,115.2274697,1,0,0,1,1,0,0,0
"192","r20150526_050219_wa-gb-auv-03","PR_20150526_051419_185_FC16",-33.5780798,115.2275035,0,1,0,1,1,0,0,0
"193","r20150526_050219_wa-gb-auv-03","PR_20150526_051429_690_FC16",-33.5780322,115.2274242,0,0,0,1,1,0,0,0
"194","r20150526_050219_wa-gb-auv-03","PR_20150526_051440_195_FC16",-33.5780169,115.2272927,0,0,0,1,1,0,0,0
"195","r20150526_050219_wa-gb-auv-03","PR_20150526_051450_701_FC16",-33.5779796,115.2271666,0,0,0,1,1,0,0,0
"196","r20150526_050219_wa-gb-auv-03","PR_20150526_051501_206_FC16",-33.5779465,115.2270447,0,0,0,1,1,0,0,0
"197","r20150526_050219_wa-gb-auv-03","PR_20150526_051511_710_FC16",-33.5779117,115.2269259,1,0,0,1,1,0,0,0
"198","r20150526_050219_wa-gb-auv-03","PR_20150526_051522_214_FC16",-33.5778783,115.2268094,1,0,0,1,1,0,0,0
"199","r20150526_050219_wa-gb-auv-03","PR_20150526_051532_718_FC16",-33.5778431,115.2266938,1,0,0,1,1,0,1,0
"200","r20150526_050219_wa-gb-auv-03","PR_20150526_051543_223_FC16",-33.5778093,115.2265792,1,0,0,1,0,0,0,1
"201","r20150526_050219_wa-gb-auv-03","PR_20150526_051553_728_FC16",-33.5777756,115.2264687,1,0,0,1,1,0,0,0
"202","r20150526_050219_wa-gb-auv-03","PR_20150526_051604_232_FC16",-33.5778171,115.2263935,1,0,0,1,0,0,1,0
"203","r20150526_050219_wa-gb-auv-03","PR_20150526_051614_737_FC16",-33.5779106,115.2264174,1,1,0,1,1,1,0,0
"204","r20150526_050219_wa-gb-auv-03","PR_20150526_051625_241_FC16",-33.5780169,115.2263825,1,1,0,1,0,0,1,0
"205","r20150526_050219_wa-gb-auv-03","PR_20150526_051635_745_FC16",-33.578124,115.2263526,1,0,0,1,0,0,1,0
"206","r20150526_050219_wa-gb-auv-03","PR_20150526_051646_250_FC16",-33.5782272,115.2263251,1,0,0,1,0,0,0,0
"207","r20150526_050219_wa-gb-auv-03","PR_20150526_051656_754_FC16",-33.5783278,115.2262978,0,0,0,1,0,0,0,0
